uid,Должность,Балл,Месяц
u1851,Продавец-кассир,"91,65",сен.13
u1851,Продавец-кассир,100,окт.13
u1851,Продавец-кассир,100,ноя.13
u1851,Продавец-кассир,0,дек.13
u1851,Продавец-кассир,0,янв.14
u1851,Продавец-кассир,0,фев.14
u1851,Продавец-кассир,100,мар.14
u1851,Старший продавец-кассир,"94,92",апр.14
u1850,Продавец,0,янв.14
u1850,Продавец,0,фев.14
u1850,Продавец-кассир,0,мар.14
u1850,Продавец-кассир,100,апр.14
u185,Продавец,0,авг.13
u185,Продавец,0,сен.13
u185,Продавец,0,окт.13
u185,Продавец-кассир,0,ноя.13
u185,Продавец-кассир,95,дек.13
u185,Продавец-кассир,0,янв.14
u185,Продавец-кассир,0,фев.14
u185,Продавец-кассир,0,мар.14
u185,Продавец-кассир,0,апр.14
u1848,Продавец,0,фев.14
u1848,Продавец,0,мар.14
u1848,Продавец-кассир,0,апр.14
u1847,Продавец-кассир,0,фев.14
u1847,Продавец-кассир,"84,75",мар.14
u1847,Продавец-кассир,"96,61",апр.14
u1844,Продавец,0,мар.14
u1844,Продавец,0,апр.14
u1843,Продавец,0,ноя.13
u1843,Продавец,0,дек.13
u1843,Продавец,0,янв.14
u1843,Продавец-кассир,"95,77",фев.14
u1843,Продавец-кассир,"94,91",мар.14
u1843,Продавец-кассир,"98,31",апр.14
u1841,Продавец-кассир,0,май.13
u1841,Старший продавец-кассир,100,июн.13
u1841,Старший продавец-кассир,0,июл.13
u1841,Старший продавец-кассир,0,авг.13
u1841,Старший продавец-кассир,100,сен.13
u1841,Старший продавец-кассир,"87,5",окт.13
u1841,Старший продавец-кассир,0,ноя.13
u1841,Старший продавец-кассир,100,дек.13
u1841,Старший продавец-кассир,100,янв.14
u1841,Старший продавец-кассир,"94,92",фев.14
u1841,Старший продавец-кассир,100,мар.14
u1841,Старший продавец-кассир,0,апр.14
u1840,Продавец-кассир,0,май.13
u1840,Продавец-кассир,0,июн.13
u1840,Продавец-кассир,0,июл.13
u1840,Продавец-кассир,0,авг.13
u1840,Продавец-кассир,"94,19",сен.13
u1840,Продавец-кассир,70.24,окт.13
u1840,Продавец-кассир,0,ноя.13
u1840,Продавец-кассир,0,дек.13
u1840,Продавец-кассир,0,янв.14
u1840,Продавец-кассир,0,фев.14
u1840,Продавец-кассир,0,мар.14
u1840,Старший продавец-кассир,0,апр.14
u184,Старший продавец-кассир,0,май.13
u184,Старший продавец-кассир,0,июн.13
u184,Старший продавец-кассир,0,июл.13
u184,Старший продавец-кассир,0,авг.13
u184,Старший продавец-кассир,0,сен.13
u184,Старший продавец-кассир,0,окт.13
u184,Старший продавец-кассир,0,ноя.13
u184,Старший продавец-кассир,"98,33",дек.13
u184,Старший продавец-кассир,90,янв.14
u184,Старший продавец-кассир,100,фев.14
u184,Старший продавец-кассир,0,мар.14
u184,Старший продавец-кассир,0,апр.14
u1839,Продавец,0,ноя.13
u1839,Продавец,0,дек.13
u1839,Продавец,0,янв.14
u1839,Продавец-кассир,0,фев.14
u1839,Продавец-кассир,0,мар.14
u1839,Старший продавец-кассир,"76,27",апр.14
u1838,Товаровед,0,ноя.13
u1838,Товаровед,0,дек.13
u1838,Товаровед,0,янв.14
u1838,Товаровед,0,фев.14
u1838,Товаровед,0,мар.14
u1838,Товаровед,0,апр.14
u1837,Продавец-кассир,0,май.13
u1837,Продавец-кассир,0,июн.13
u1837,Продавец-кассир,0,июл.13
u1837,Продавец-кассир,0,авг.13
u1837,Продавец-кассир,0,сен.13
u1837,Продавец-кассир,0,окт.13
u1837,Продавец-кассир,0,ноя.13
u1837,Продавец-кассир,0,дек.13
u1837,Продавец-кассир,0,янв.14
u1837,Продавец-кассир,0,фев.14
u1837,Продавец-кассир,0,мар.14
u1837,Продавец-кассир,0,апр.14
u1835,Продавец,0,дек.13
u1835,Продавец,0,янв.14
u1835,Продавец,0,фев.14
u1835,Продавец-кассир,"88,14",мар.14
u1835,Продавец-кассир,0,апр.14
u1834,Старший продавец-кассир,0,май.13
u1834,Старший продавец-кассир,"75,41",июн.13
u1834,Старший продавец-кассир,"95,56",июл.13
u1834,Старший продавец-кассир,66,авг.13
u1834,Старший продавец-кассир,"93,8",сен.13
u1834,Старший продавец-кассир,100,окт.13
u1834,Старший продавец-кассир,"93,33",ноя.13
u1834,Старший продавец-кассир,86665,дек.13
u1834,Старший продавец-кассир,0,янв.14
u1834,Старший продавец-кассир,0,фев.14
u1834,Старший продавец-кассир,"93,22",мар.14
u1834,Старший продавец-кассир,0,апр.14
u1832,Продавец,0,мар.14
u1832,Продавец,0,апр.14
u183,Старший продавец-кассир,100,май.13
u183,Старший продавец-кассир,100,июн.13
u183,Старший продавец-кассир,0,июл.13
u183,Старший продавец-кассир,100,авг.13
u183,Старший продавец-кассир,"87,91",сен.13
u183,Старший продавец-кассир,88515,окт.13
u183,Старший продавец-кассир,"96,67",ноя.13
u183,Старший продавец-кассир,0,дек.13
u183,Старший продавец-кассир,"93,33",янв.14
u183,Старший продавец-кассир,0,фев.14
u183,Старший продавец-кассир,0,мар.14
u183,Старший продавец-кассир,0,апр.14
u1825,Продавец-кассир,"93,1",май.13
u1825,Продавец-кассир,85485,июн.13
u1825,Продавец-кассир,"95,65",июл.13
u1825,Продавец-кассир,92,авг.13
u1825,Продавец-кассир,92095,сен.13
u1825,Продавец-кассир,"97,65",окт.13
u1825,Продавец-кассир,98335,ноя.13
u1825,Продавец-кассир,"76,67",дек.13
u1825,Продавец-кассир,0,янв.14
u1825,Продавец-кассир,"98,31",фев.14
u1825,Продавец-кассир,"98,31",мар.14
u1825,Продавец-кассир,0,апр.14
u1823,Продавец,0,фев.14
u1823,Продавец,0,мар.14
u1823,Продавец,0,апр.14
u1822,Старший продавец-кассир,0,май.13
u1822,Старший продавец-кассир,"95,24",июн.13
u1822,Старший продавец-кассир,"77,78",июл.13
u1822,Старший продавец-кассир,"83,76",авг.13
u1822,Старший продавец-кассир,0,сен.13
u1822,Старший продавец-кассир,0,окт.13
u1822,Старший продавец-кассир,95,ноя.13
u1822,Старший продавец-кассир,0,дек.13
u1822,Старший продавец-кассир,0,янв.14
u1822,Старший продавец-кассир,0,фев.14
u1822,Старший продавец-кассир,100,мар.14
u1822,Старший продавец-кассир,0,апр.14
u1821,Старший продавец-кассир,0,май.13
u1821,Старший продавец-кассир,0,июн.13
u1821,Старший продавец-кассир,0,июл.13
u1821,Старший продавец-кассир,0,авг.13
u1821,Старший продавец-кассир,0,сен.13
u1821,Старший продавец-кассир,0,окт.13
u1821,Старший продавец-кассир,0,ноя.13
u1821,Старший продавец-кассир,0,дек.13
u1821,Старший продавец-кассир,0,янв.14
u1821,Старший продавец-кассир,0,фев.14
u1821,Старший продавец-кассир,0,мар.14
u1821,Старший продавец-кассир,0,апр.14
u182,Старший продавец-кассир,0,май.13
u182,Старший продавец-кассир,"93,55",июн.13
u182,Старший продавец-кассир,"94,36",июл.13
u182,Старший продавец-кассир,"94,74",авг.13
u182,Старший продавец-кассир,"98,77",сен.13
u182,Старший продавец-кассир,"90,48",окт.13
u182,Старший продавец-кассир,95,ноя.13
u182,Старший продавец-кассир,"98,33",дек.13
u182,Старший продавец-кассир,"98,33",янв.14
u182,Старший продавец-кассир,"94,92",фев.14
u182,Старший продавец-кассир,0,мар.14
u182,Старший продавец-кассир,0,апр.14
u1818,Продавец,"85,45",май.13
u1818,Продавец,"88,33",июн.13
u1818,Продавец,0,июл.13
u1818,Продавец,0,авг.13
u1818,Продавец-кассир,0,сен.13
u1818,Продавец-кассир,"94,05",окт.13
u1818,Продавец-кассир,"83,33",ноя.13
u1818,Продавец-кассир,"93,33",дек.13
u1818,Продавец-кассир,95,янв.14
u1818,Продавец-кассир,"86,44",фев.14
u1818,Продавец-кассир,"96,61",мар.14
u1818,Продавец-кассир,"96,61",апр.14
u1817,Продавец-кассир,0,май.13
u1817,Продавец-кассир,100,июн.13
u1817,Продавец-кассир,0,июл.13
u1817,Продавец-кассир,0,авг.13
u1817,Продавец-кассир,0,сен.13
u1817,Продавец-кассир,0,окт.13
u1817,Старший продавец-кассир,95,ноя.13
u1817,Старший продавец-кассир,0,дек.13
u1817,Старший продавец-кассир,0,янв.14
u1817,Старший продавец-кассир,0,фев.14
u1817,Старший продавец-кассир,0,мар.14
u1817,Старший продавец-кассир,0,апр.14
u1816,Продавец-кассир,100,янв.14
u1816,Продавец-кассир,0,фев.14
u1816,Продавец-кассир,"94,92",мар.14
u1816,Продавец-кассир,"99,15",апр.14
u1815,Продавец-кассир 1 категории,0,июн.13
u1815,Продавец-кассир 1 категории,0,авг.13
u1815,Продавец-кассир 1 категории,0,дек.13
u1815,Продавец-кассир 1 категории,0,янв.14
u1815,Продавец-кассир 1 категории,0,фев.14
u1815,Продавец-кассир 1 категории,0,мар.14
u1815,Продавец-кассир 1 категории,0,апр.14
u1813,Продавец,0,окт.13
u1813,Продавец,0,ноя.13
u1813,Продавец-кассир,0,дек.13
u1813,Продавец-кассир,95,янв.14
u1813,Продавец-кассир,"97,46",фев.14
u1813,Продавец-кассир,"94,92",мар.14
u1813,Продавец-кассир,0,апр.14
u1812,Старший продавец-кассир,0,май.13
u1812,Старший продавец-кассир,0,июн.13
u1812,Старший продавец-кассир,"92,86",июл.13
u1812,Старший продавец-кассир,0,авг.13
u1812,Старший продавец-кассир,0,сен.13
u1812,Старший продавец-кассир,0,окт.13
u1812,Старший продавец-кассир,0,ноя.13
u1812,Старший продавец-кассир,95,дек.13
u1812,Старший продавец-кассир,0,янв.14
u1812,Старший продавец-кассир,0,фев.14
u1812,Старший продавец-кассир,0,мар.14
u1812,Старший продавец-кассир,0,апр.14
u1811,Продавец,0,июл.13
u1811,Продавец,0,авг.13
u1811,Продавец,0,сен.13
u1811,Продавец,0,окт.13
u1811,Продавец-кассир,"93,33",ноя.13
u1811,Продавец-кассир,90,дек.13
u1811,Продавец-кассир,95,янв.14
u1811,Продавец-кассир,"89,83",фев.14
u1811,Продавец-кассир,"93,22",мар.14
u1811,Продавец-кассир,0,апр.14
u1810,Продавец-кассир,0,май.13
u1810,Продавец-кассир,0,июн.13
u1810,Продавец-кассир,100,июл.13
u1810,Продавец-кассир,100,авг.13
u1810,Продавец-кассир,100,сен.13
u1810,Продавец-кассир,100,окт.13
u1810,Продавец-кассир,"91,67",ноя.13
u1810,Старший продавец-кассир,100,дек.13
u1810,Старший продавец-кассир,100,янв.14
u1810,Старший продавец-кассир,100,фев.14
u1810,Старший продавец-кассир,"98,31",мар.14
u1810,Старший продавец-кассир,"93,22",апр.14
u1804,Продавец-кассир,"94,64",май.13
u1804,Продавец-кассир,"96,61",июн.13
u1804,Продавец-кассир,0,июл.13
u1804,Продавец-кассир,0,авг.13
u1804,Продавец-кассир,"96,59",сен.13
u1804,Продавец-кассир,"95,75",окт.13
u1804,Продавец-кассир,0,ноя.13
u1804,Продавец-кассир,0,дек.13
u1804,Продавец-кассир,0,янв.14
u1804,Продавец-кассир,0,фев.14
u1804,Продавец-кассир,"94,91",мар.14
u1804,Продавец-кассир,0,апр.14
u1803,Продавец-кассир,"73,81",май.13
u1803,Продавец-кассир,100,июн.13
u1803,Продавец-кассир,"78,26",июл.13
u1803,Продавец-кассир,0,авг.13
u1803,Продавец-кассир,0,сен.13
u1803,Продавец-кассир,0,окт.13
u1803,Продавец-кассир,95,ноя.13
u1803,Продавец-кассир,0,дек.13
u1803,Продавец-кассир,100,янв.14
u1803,Продавец-кассир,0,фев.14
u1803,Продавец-кассир,0,мар.14
u1803,Продавец-кассир,0,апр.14
u1802,Продавец,0,мар.14
u1802,Продавец,0,апр.14
u1801,Продавец-кассир,0,май.13
u1801,Продавец-кассир,0,июн.13
u1801,Продавец-кассир,0,июл.13
u1801,Продавец-кассир,0,авг.13
u1801,Продавец-кассир,78805,сен.13
u1801,Продавец-кассир,0,окт.13
u1801,Продавец-кассир,90,ноя.13
u1801,Продавец-кассир,0,дек.13
u1801,Продавец-кассир,95,янв.14
u1801,Продавец-кассир,0,фев.14
u1801,Продавец-кассир,0,мар.14
u1801,Продавец-кассир,0,апр.14
u18,Продавец-кассир,"82,69",май.13
u18,Продавец-кассир,91355,июн.13
u18,Продавец-кассир,"95,65",июл.13
u18,Продавец-кассир,0,авг.13
u18,Продавец-кассир,"96,43",сен.13
u18,Продавец-кассир,"95,4",окт.13
u18,Старший продавец-кассир,0,ноя.13
u18,Старший продавец-кассир,"96,67",дек.13
u18,Старший продавец-кассир,"96,67",янв.14
u18,Старший продавец-кассир,0,фев.14
u18,Старший продавец-кассир,"98,31",мар.14
u18,Старший продавец-кассир,0,апр.14
u1797,Продавец-кассир,0,май.13
u1797,Продавец-кассир,"96,67",июн.13
u1797,Старший продавец-кассир,100,июл.13
u1797,Старший продавец-кассир,0,авг.13
u1797,Старший продавец-кассир,"95,35",сен.13
u1797,Старший продавец-кассир,85975,окт.13
u1797,Старший продавец-кассир,90,ноя.13
u1797,Старший продавец-кассир,0,дек.13
u1797,Старший продавец-кассир,0,янв.14
u1797,Продавец-кассир,"83,05",фев.14
u1797,Продавец-кассир,0,мар.14
u1797,Продавец-кассир,0,апр.14
u1796,Продавец-кассир,0,май.13
u1796,Продавец-кассир,0,июн.13
u1796,Продавец-кассир,0,июл.13
u1796,Продавец-кассир,0,авг.13
u1796,Продавец-кассир,0,сен.13
u1796,Продавец-кассир,0,окт.13
u1796,Продавец-кассир,0,ноя.13
u1796,Продавец-кассир,0,дек.13
u1796,Продавец-кассир,0,янв.14
u1796,Продавец-кассир,0,фев.14
u1796,Продавец-кассир,0,мар.14
u1796,Продавец-кассир,0,апр.14
u1795,Продавец-кассир,0,май.13
u1795,Продавец-кассир,0,июн.13
u1795,Продавец-кассир,0,июл.13
u1795,Продавец-кассир,0,авг.13
u1795,Продавец-кассир,0,сен.13
u1795,Продавец-кассир,0,окт.13
u1795,Продавец-кассир,0,ноя.13
u1795,Продавец-кассир,0,дек.13
u1795,Продавец-кассир,0,янв.14
u1795,Продавец-кассир,0,фев.14
u1795,Продавец-кассир,0,мар.14
u1795,Продавец-кассир,0,апр.14
u1794,Продавец,0,дек.13
u1794,Продавец,0,янв.14
u1794,Продавец-кассир,"96,61",фев.14
u1794,Продавец-кассир,"98,31",мар.14
u1794,Продавец-кассир,0,апр.14
u1793,Продавец,0,дек.13
u1793,Продавец,0,янв.14
u1793,Продавец,0,фев.14
u1793,Продавец-кассир,0,мар.14
u1793,Продавец-кассир,0,апр.14
u1791,Старший продавец-кассир,"92,16",май.13
u1791,Старший продавец-кассир,93695,июн.13
u1791,Старший продавец-кассир,0,июл.13
u1791,Старший продавец-кассир,0,авг.13
u1791,Старший продавец-кассир,"98,65",сен.13
u1791,Старший продавец-кассир,100,окт.13
u1791,Старший продавец-кассир,"98,33",ноя.13
u1791,Старший продавец-кассир,90,дек.13
u1791,Старший продавец-кассир,0,янв.14
u1791,Старший продавец-кассир,"98,31",фев.14
u1791,Старший продавец-кассир,0,мар.14
u1791,Старший продавец-кассир,0,апр.14
u1790,Продавец,0,мар.14
u1790,Продавец-консультант,0,апр.14
u1787,Продавец,0,апр.14
u1786,Старший продавец-кассир,0,май.13
u1786,Старший продавец-кассир,0,июн.13
u1786,Старший продавец-кассир,"93,33",июл.13
u1786,Старший продавец-кассир,0,авг.13
u1786,Старший продавец-кассир,"98,24",сен.13
u1786,Старший продавец-кассир,0,окт.13
u1786,Старший продавец-кассир,0,ноя.13
u1786,Старший продавец-кассир,0,дек.13
u1786,Старший продавец-кассир,100,янв.14
u1786,Старший продавец-кассир,0,фев.14
u1786,Старший продавец-кассир,100,мар.14
u1786,Старший продавец-кассир,0,апр.14
u1784,Продавец,0,фев.14
u1784,Продавец,0,мар.14
u1784,Продавец-кассир,0,апр.14
u1783,Продавец,0,мар.14
u1783,Продавец,0,апр.14
u1782,Продавец-кассир,"95,08",май.13
u1782,Продавец-кассир,"98,53",июн.13
u1782,Продавец-кассир,0,июл.13
u1782,Продавец-кассир,"99,23",авг.13
u1782,Продавец-кассир,0,сен.13
u1782,Старший продавец-кассир,"82,93",окт.13
u1782,Старший продавец-кассир,100,ноя.13
u1782,Старший продавец-кассир,"98,33",дек.13
u1782,Старший продавец-кассир,0,янв.14
u1782,Старший продавец-кассир,"96,61",фев.14
u1782,Старший продавец-кассир,"98,31",мар.14
u1782,Старший продавец-кассир,0,апр.14
u1781,Продавец-кассир,0,май.13
u1781,Продавец-кассир,0,июн.13
u1781,Продавец-кассир,0,июл.13
u1781,Продавец-кассир,0,авг.13
u1781,Продавец-кассир,0,сен.13
u1781,Продавец-кассир,0,окт.13
u1781,Продавец-кассир,0,ноя.13
u1781,Продавец-кассир,0,дек.13
u1781,Продавец-кассир,0,янв.14
u1781,Продавец-кассир,0,фев.14
u1781,Продавец-кассир,0,мар.14
u1781,Продавец-кассир,0,апр.14
u1780,Старший продавец-кассир,"85,19",май.13
u1780,Старший продавец-кассир,0,июн.13
u1780,Старший продавец-кассир,0,июл.13
u1780,Старший продавец-кассир,0,авг.13
u1780,Старший продавец-кассир,0,сен.13
u1780,Старший продавец-кассир,0,окт.13
u1780,Старший продавец-кассир,0,ноя.13
u1780,Старший продавец-кассир,0,дек.13
u1780,Старший продавец-кассир,0,янв.14
u1780,Старший продавец-кассир,0,фев.14
u1780,Старший продавец-кассир,0,мар.14
u1780,Старший продавец-кассир,0,апр.14
u1778,Продавец-кассир,"89,83",май.13
u1778,Продавец-кассир,"98,33",июн.13
u1778,Продавец-кассир,0,июл.13
u1778,Продавец-кассир,0,авг.13
u1778,Продавец-кассир,0,сен.13
u1778,Продавец-кассир,0,окт.13
u1778,Продавец-кассир,100,ноя.13
u1778,Продавец-кассир,100,дек.13
u1778,Продавец-кассир,0,янв.14
u1778,Продавец-кассир,100,фев.14
u1778,Продавец-кассир,0,мар.14
u1778,Продавец-кассир,0,апр.14
u1776,Старший продавец-кассир,0,май.13
u1776,Старший продавец-кассир,0,июн.13
u1776,Старший продавец-кассир,0,июл.13
u1776,Старший продавец-кассир,0,авг.13
u1776,Старший продавец-кассир,0,сен.13
u1776,Старший продавец-кассир,0,окт.13
u1776,Старший продавец-кассир,0,ноя.13
u1776,Старший продавец-кассир,0,дек.13
u1776,Старший продавец-кассир,0,янв.14
u1776,Старший продавец-кассир,0,фев.14
u1776,Старший продавец-кассир,0,мар.14
u1776,Старший продавец-кассир,0,апр.14
u1774,Продавец-кассир,"75,47",май.13
u1774,Продавец-кассир,"86,21",июн.13
u1774,Продавец-кассир,"87,8",июл.13
u1774,Продавец-кассир,"94,64",авг.13
u1774,Продавец-кассир,94145,сен.13
u1774,Продавец-кассир,"98,73",окт.13
u1774,Продавец-кассир,0,ноя.13
u1774,Продавец-кассир,0,дек.13
u1774,Продавец-кассир,0,янв.14
u1774,Продавец-кассир,0,фев.14
u1774,Продавец-кассир,0,мар.14
u1774,Продавец-кассир,0,апр.14
u1771,Продавец-кассир,0,сен.13
u1771,Продавец-кассир,0,окт.13
u1771,Продавец-кассир,90,ноя.13
u1771,Продавец-кассир,0,дек.13
u1771,Продавец-кассир,0,янв.14
u1771,Продавец-кассир,"79,66",фев.14
u1771,Продавец-кассир,0,мар.14
u1771,Продавец-кассир,0,апр.14
u1769,Продавец,0,мар.14
u1769,Продавец,0,апр.14
u1765,Продавец-кассир,0,май.13
u1765,Продавец-кассир,0,июн.13
u1765,Продавец-кассир,95,июл.13
u1765,Продавец-кассир,0,авг.13
u1765,Продавец-кассир,0,сен.13
u1765,Продавец-кассир,95,окт.13
u1765,Продавец-кассир,0,ноя.13
u1765,Старший продавец-кассир,0,дек.13
u1765,Старший продавец-кассир,0,янв.14
u1765,Старший продавец-кассир,"89,83",фев.14
u1765,Старший продавец-кассир,"94,92",мар.14
u1765,Старший продавец-кассир,0,апр.14
u1764,Старший продавец-кассир,0,май.13
u1764,Старший продавец-кассир,0,июн.13
u1764,Старший продавец-кассир,"91,3",июл.13
u1764,Старший продавец-кассир,0,авг.13
u1764,Старший продавец-кассир,"94,23",сен.13
u1764,Старший продавец-кассир,0,окт.13
u1764,Старший продавец-кассир,95,ноя.13
u1764,Старший продавец-кассир,95553333,дек.13
u1764,Старший продавец-кассир,0,янв.14
u1764,Старший продавец-кассир,"96,61",фев.14
u1764,Старший продавец-кассир,"98,31",мар.14
u1764,Старший продавец-кассир,"91,52",апр.14
u1763,Продавец-кассир,0,май.13
u1763,Продавец-кассир,0,июн.13
u1763,Продавец-кассир,"95,35",июл.13
u1763,Продавец-кассир,0,авг.13
u1763,Продавец-кассир,0,сен.13
u1763,Продавец-кассир,0,окт.13
u1763,Продавец-кассир,0,ноя.13
u1763,Продавец-кассир,"96,67",дек.13
u1763,Продавец-кассир,0,янв.14
u1763,Продавец-кассир,0,фев.14
u1763,Продавец-кассир,0,мар.14
u1763,Продавец-кассир,0,апр.14
u1762,Продавец,0,апр.14
u176,Продавец-кассир,0,май.13
u176,Продавец-кассир,0,июн.13
u176,Продавец-кассир,0,июл.13
u176,Продавец-кассир,0,авг.13
u176,Продавец-кассир,0,сен.13
u176,Продавец-кассир,0,окт.13
u176,Продавец-кассир,0,ноя.13
u176,Продавец-кассир,0,дек.13
u176,Продавец-кассир,0,янв.14
u176,Продавец-кассир,0,фев.14
u176,Продавец-кассир,0,мар.14
u176,Продавец-кассир,0,апр.14
u1759,Продавец-кассир,"96,36",май.13
u1759,Продавец-кассир,0,июн.13
u1759,Продавец-кассир,"92,86",июл.13
u1759,Продавец-кассир,"91,07",авг.13
u1759,Продавец-кассир,0,сен.13
u1759,Продавец-кассир,0,окт.13
u1759,Продавец-кассир,0,ноя.13
u1759,Продавец-кассир,0,дек.13
u1759,Продавец-кассир,0,янв.14
u1759,Продавец-кассир,0,фев.14
u1759,Продавец-кассир,0,мар.14
u1759,Продавец-кассир,0,апр.14
u1756,Продавец-кассир,0,июн.13
u1756,Продавец-кассир,0,июл.13
u1756,Продавец-кассир,0,авг.13
u1756,Продавец-кассир,0,сен.13
u1756,Продавец-кассир,0,окт.13
u1756,Продавец-кассир,100,ноя.13
u1756,Продавец-кассир,100,дек.13
u1756,Продавец-кассир,"97,5",янв.14
u1756,Продавец-кассир,"82,21",фев.14
u1756,Продавец-кассир,"95,76",мар.14
u1756,Продавец-кассир,0,апр.14
u1754,Продавец-кассир,0,май.13
u1754,Продавец-кассир,"96,83",июн.13
u1754,Продавец-кассир,0,июл.13
u1754,Продавец-кассир,0,авг.13
u1754,Продавец-кассир,0,сен.13
u1754,Продавец-кассир,0,окт.13
u1754,Продавец-кассир,0,ноя.13
u1754,Продавец-кассир,0,дек.13
u1754,Продавец-кассир,0,янв.14
u1754,Продавец-кассир,0,фев.14
u1754,Продавец-кассир,0,мар.14
u1754,Продавец-кассир,0,апр.14
u1753,Продавец-кассир,"94,64",май.13
u1753,Продавец-кассир,0,июн.13
u1753,Продавец-кассир,0,июл.13
u1753,Продавец-кассир,"98,36",авг.13
u1753,Продавец-кассир,0,сен.13
u1753,Продавец-кассир,"96,51",окт.13
u1753,Продавец-кассир,0,ноя.13
u1753,Продавец-кассир,0,дек.13
u1753,Продавец-кассир,0,янв.14
u1753,Продавец-кассир,"94,92",фев.14
u1753,Продавец-кассир,"96,61",мар.14
u1753,Продавец-кассир,100,апр.14
u175,Продавец-кассир,0,май.13
u175,Продавец-кассир,0,июн.13
u175,Старший продавец-кассир,0,июл.13
u175,Старший продавец-кассир,0,авг.13
u175,Старший продавец-кассир,0,сен.13
u175,Старший продавец-кассир,0,окт.13
u175,Старший продавец-кассир,0,ноя.13
u175,Старший продавец-кассир,0,дек.13
u175,Старший продавец-кассир,0,янв.14
u175,Старший продавец-кассир,"93,22",фев.14
u175,Старший продавец-кассир,0,мар.14
u175,Старший продавец-кассир,0,апр.14
u1749,Продавец,0,мар.14
u1749,Продавец,0,апр.14
u1747,Продавец,,май.13
u1747,Продавец,"93,51",июн.13
u1747,Продавец-кассир,0,июл.13
u1747,Продавец-кассир,0,авг.13
u1747,Продавец-кассир,"75,73",сен.13
u1747,Продавец-кассир,"92,22",окт.13
u1747,Продавец-кассир,"72,22",ноя.13
u1747,Продавец-кассир,0,дек.13
u1747,Продавец-кассир,0,янв.14
u1747,Продавец-кассир,"91,53",фев.14
u1747,Продавец-кассир,0,мар.14
u1747,Продавец-кассир,"98,31",апр.14
u1746,Продавец-кассир,"98,25",май.13
u1746,Продавец-кассир,0,июн.13
u1746,Продавец-кассир,0,июл.13
u1746,Продавец-кассир,0,авг.13
u1746,Продавец-кассир,0,сен.13
u1746,Продавец-кассир,0,окт.13
u1746,Продавец-кассир,0,ноя.13
u1746,Продавец-кассир,0,дек.13
u1746,Продавец-кассир,0,янв.14
u1746,Продавец-кассир,0,фев.14
u1746,Продавец-кассир,0,мар.14
u1746,Продавец-кассир,0,апр.14
u1744,Продавец-кассир,0,май.13
u1744,Продавец-кассир,0,июн.13
u1744,Продавец-кассир,0,июл.13
u1744,Продавец-кассир,0,авг.13
u1744,Продавец-кассир,0,сен.13
u1744,Продавец-кассир,0,окт.13
u1744,Продавец-кассир,0,ноя.13
u1744,Продавец-кассир,0,дек.13
u1744,Продавец-кассир,0,янв.14
u1744,Продавец-кассир,0,фев.14
u1744,Продавец-кассир,0,мар.14
u1744,Продавец-кассир,0,апр.14
u1743,Старший продавец-кассир,"92,59",май.13
u1743,Старший продавец-кассир,"93,33",июн.13
u1743,Старший продавец-кассир,100,июл.13
u1743,Старший продавец-кассир,"88,03",авг.13
u1743,Старший продавец-кассир,0,сен.13
u1743,Старший продавец-кассир,0,окт.13
u1743,Старший продавец-кассир,"88,33",ноя.13
u1743,Старший продавец-кассир,"90,83",дек.13
u1743,Старший продавец-кассир,95,янв.14
u1743,Старший продавец-кассир,"96,61",фев.14
u1743,Старший продавец-кассир,"93,22",мар.14
u1743,Старший продавец-кассир,0,апр.14
u1742,Старший продавец-кассир,0,май.13
u1742,Старший продавец-кассир,0,июн.13
u1742,Старший продавец-кассир,"93,48",июл.13
u1742,Старший продавец-кассир,0,авг.13
u1742,Старший продавец-кассир,0,сен.13
u1742,Старший продавец-кассир,0,окт.13
u1742,Старший продавец-кассир,0,ноя.13
u1742,Старший продавец-кассир,95,дек.13
u1742,Старший продавец-кассир,0,янв.14
u1742,Старший продавец-кассир,"96,61",фев.14
u1742,Старший продавец-кассир,"83,05",мар.14
u1742,Старший продавец-кассир,"96,61",апр.14
u1739,Продавец-кассир,"82,14",май.13
u1739,Продавец-кассир,"95,08",июн.13
u1739,Продавец-кассир,"54,55",июл.13
u1739,Продавец-кассир,0,авг.13
u1739,Продавец-кассир,0,сен.13
u1739,Продавец-кассир,"91,76",окт.13
u1739,Продавец-кассир,"93,33",ноя.13
u1739,Продавец-кассир,0,дек.13
u1739,Продавец-кассир,"93,33",янв.14
u1739,Продавец-кассир,100,фев.14
u1739,Продавец-кассир,"98,31",мар.14
u1739,Продавец-кассир,0,апр.14
u1738,Продавец,0,мар.14
u1738,Продавец,0,апр.14
u1736,Старший продавец-кассир,"98,15",май.13
u1736,Старший продавец-кассир,"93,22",июн.13
u1736,Старший продавец-кассир,0,июл.13
u1736,Старший продавец-кассир,0,авг.13
u1736,Старший продавец-кассир,89845,сен.13
u1736,Старший продавец-кассир,"82,14",окт.13
u1736,Старший продавец-кассир,95,ноя.13
u1736,Старший продавец-кассир,0,дек.13
u1736,Старший продавец-кассир,0,янв.14
u1736,Старший продавец-кассир,100,фев.14
u1736,Старший продавец-кассир,"96,61",мар.14
u1736,Старший продавец-кассир,"98,31",апр.14
u1734,Продавец,0,авг.13
u1734,Продавец,0,сен.13
u1734,Продавец,"97,53",окт.13
u1734,Продавец,95,ноя.13
u1734,Продавец-кассир,"98,33",дек.13
u1734,Продавец-кассир,100,янв.14
u1734,Продавец-кассир,"98,31",фев.14
