uid,План сотрудника,Факт сотрудника,% вып-я,Число_чеков,Ср.чек,месяц
u1333,506 457,204 769,"40,43",13,15 751,окт.13
u1744,506 457,0,"0,00",0,/0,окт.13
u1746,506 457,0,"0,00",0,/0,окт.13
u1748,0,0,"0,00",0,/0,окт.13
u367,644 392,673 238,"104,48",73,9 222,окт.13
u1904,644 392,686 065,"106,47",54,12 705,окт.13
u940,644 392,622 008,"96,53",85,7 318,окт.13
u704,523 483,630 322,"120,41",78,8 081,окт.13
u1728,523 483,91 704,"17,52",6,15 284,окт.13
u958,0,0,"0,00",0,/0,окт.13
u1668,523 483,630 089,"120,36",88,7 160,окт.13
u546,523 483,72 296,"13,81",5,14 459,окт.13
u1725,394 199,0,"0,00",0,/0,окт.13
u490,394 199,406 486,"103,12",52,7 817,окт.13
u1921,394 199,250 470,"63,54",22,11 385,окт.13
u440,394 199,198 382,"50,33",44,4 509,окт.13
u1747,394 199,437 326,"110,94",46,9 507,окт.13
u1505,612 813,275 317,"44,93",32,8 604,окт.13
u1840,612 813,637 155,"103,97",66,9 654,окт.13
u1928,916 585,671 771,"73,29",76,8 839,окт.13
u1765,916 585,845 541,"92,25",79,10 703,окт.13
u872,916 585,499 540,"54,50",47,10 629,окт.13
u1930,0,0,"0,00",0,/0,окт.13
u1933,916 585,871 829,"95,12",87,10 021,окт.13
u60,0,0,"0,00",0,/0,окт.13
u2010,464 324,313 040,"67,42",36,8 696,окт.13
u2014,464 324,306 847,"66,08",33,9 298,окт.13
u2015,0,0,"0,00",0,/0,окт.13
u118,464 324,171 032,"36,83",27,6 335,окт.13
u2016,464 324,435 669,"93,83",46,9 471,окт.13
u2012,0,0,"0,00",0,/0,окт.13
u781,437 486,0,"0,00",0,/0,окт.13
u854,437 486,454 985,"104,00",55,8 272,окт.13
u130,437 486,453 309,"103,62",51,8 888,окт.13
u2017,437 486,516 529,"118,07",44,11 739,окт.13
u1688,625 352,0,"0,00",0,/0,окт.13
u775,625 352,0,"0,00",0,/0,окт.13
u1559,625 352,327 469,"52,37",92,3 559,окт.13
u2078,625 352,177 247,"28,34",12,14 771,окт.13
u776,625 352,781 672,"125,00",69,11 329,окт.13
u467,454 459,382 539,"84,17",26,14 713,окт.13
u111,377 462,504 855,"133,75",63,8 014,окт.13
u101,377 462,384 757,"101,93",35,10 993,окт.13
u1558,377 462,519 092,"137,52",47,11 045,окт.13
u896,377 462,422 541,"111,94",37,11 420,окт.13
u1013,0,0,"0,00",0,/0,окт.13
u1939,309 196,317 083,"102,55",33,9 609,окт.13
u192,309 196,0,"0,00",0,/0,окт.13
u1789,0,0,"0,00",0,/0,окт.13
u754,309 196,322 151,"104,19",35,9 204,окт.13
u1822,669 733,646 413,"96,52",64,10 100,окт.13
u189,0,0,"0,00",0,/0,окт.13
u194,669 733,14 310,"2,14",1,14 310,окт.13
u120,669 733,536 085,"80,04",76,7 054,окт.13
u193,669 733,588 926,"87,93",79,7 455,окт.13
u195,669 733,546 564,"81,61",56,9 760,окт.13
u244,804 963,686 300,"85,26",89,7 711,окт.13
u240,0,0,"0,00",0,/0,окт.13
u250,804 963,851 143,"105,74",92,9 252,окт.13
u252,0,0,"0,00",0,/0,окт.13
u662,804 963,660 092,"82,00",83,7 953,окт.13
u255,804 963,742 586,"92,25",92,8 072,окт.13
u14,804 963,651 108,"80,89",83,7 845,окт.13
u2045,0,0,"0,00",0,/0,окт.13
u243,863 181,0,"0,00",0,/0,окт.13
u247,863 181,958 488,"111,04",88,10 892,окт.13
u1724,863 181,461 974,"53,52",47,9 829,окт.13
u1366,863 181,625 347,"72,45",64,9 771,окт.13
u677,863 181,919 120,"106,48",97,9 475,окт.13
u183,863 181,872 481,"101,08",106,8 231,окт.13
u248,796 024,808 947,"101,62",95,8 515,окт.13
u251,796 024,152 582,"19,17",35,4 359,окт.13
u743,504 725,561 608,"111,27",66,8 509,окт.13
u269,504 725,548 861,"108,74",73,7 519,окт.13
u746,504 725,580 908,"115,09",65,8 937,окт.13
u844,0,0,"0,00",0,/0,окт.13
u270,504 725,619 355,"122,71",93,6 660,окт.13
u146,247 601,200 846,"81,12",28,7 173,окт.13
u1869,247 601,290 224,"117,21",33,8 795,окт.13
u678,0,0,"0,00",0,/0,окт.13
u924,247 601,251 160,"101,44",35,7 176,окт.13
u856,485 102,187 600,"38,67",15,12 507,окт.13
u858,485 102,510 201,"105,17",41,12 444,окт.13
u860,485 102,212 871,"43,88",15,14 191,окт.13
u861,485 102,498 655,"102,79",43,11 597,окт.13
u750,0,0,"0,00",0,/0,окт.13
u644,0,0,"0,00",0,/0,окт.13
u552,443 280,391 968,"88,42",29,13 516,окт.13
u1519,443 280,450 219,"101,57",43,10 470,окт.13
u600,443 280,304 634,"68,72",34,8 960,окт.13
u863,443 280,464 802,"104,86",41,11 337,окт.13
u906,305 317,342 739,"112,26",35,9 793,окт.13
u961,305 317,278 931,"91,36",46,6 064,окт.13
u549,0,0,"0,00",0,/0,окт.13
u908,305 317,431 442,"141,31",61,7 073,окт.13
u245,0,0,"0,00",0,/0,окт.13
u564,0,0,"0,00",0,/0,окт.13
u1361,0,0,"0,00",0,/0,окт.13
u1362,0,1 575,"0,00",1,1 575,окт.13
u523,0,0,"0,00",0,/0,окт.13
u2026,202 006,183 547,"90,86",22,8 343,окт.13
u1451,202 006,148 082,"73,31",18,8 227,окт.13
u1880,0,0,"0,00",0,/0,окт.13
u516,202 006,156 672,"77,56",19,8 246,окт.13
u1626,548 301,549 003,"100,13",63,8 714,окт.13
u1627,548 301,577 412,"105,31",75,7 699,окт.13
u1901,548 301,515 110,"93,95",64,8 049,окт.13
u1630,0,0,"0,00",0,/0,окт.13
u586,548 301,510 629,"93,13",57,8 958,окт.13
u1923,535 315,687 904,"128,50",87,7 907,окт.13
u184,535 315,652 681,"121,92",79,8 262,окт.13
u1781,535 315,0,"0,00",0,/0,окт.13
u320,535 315,292 840,"54,70",19,15 413,окт.13
u2096,0,0,"0,00",0,/0,окт.13
u1777,0,0,"0,00",0,/0,окт.13
u1778,1 136 714,972 235,"85,53",101,9 626,окт.13
u818,1 136 714,0,"0,00",0,/0,окт.13
u1782,1 136 714,930 811,"81,89",102,9 126,окт.13
u1786,1 136 714,1 127 839,"99,22",98,11 509,окт.13
u1525,0,0,"0,00",0,/0,окт.13
u185,504 019,221 216,"43,89",36,6 145,окт.13
u2032,504 019,500 223,"99,25",44,11 369,окт.13
u371,504 019,623 130,"123,63",43,14 491,окт.13
u360,504 019,266 183,"52,81",42,6 338,окт.13
u263,573 009,608 784,"106,24",46,13 234,окт.13
u2085,573 009,14 382,"2,51",1,14 382,окт.13
u1522,573 009,586 791,"102,41",42,13 971,окт.13
u2091,573 009,629 743,"109,90",226,2 786,окт.13
u2093,0,0,"0,00",0,/0,окт.13
u2094,573 009,558 927,"97,54",40,13 973,окт.13
u2083,1 010 028,87 166,"8,63",6,14 528,окт.13
u1754,1 010 028,0,"0,00",0,/0,окт.13
u533,0,0,"0,00",0,/0,окт.13
u33,1 010 028,43 992,"4,36",3,14 664,окт.13
u2092,1 010 028,1 476 543,"146,19",201,7 346,окт.13
u2082,573 009,320 250,"55,89",37,8 655,окт.13
u2084,573 009,216 208,"37,73",42,5 148,окт.13
u2086,573 009,210 612,"36,76",30,7 020,окт.13
u492,573 009,530 242,"92,54",71,7 468,окт.13
u461,573 009,419 088,"73,14",42,9 978,окт.13
u1625,0,0,"0,00",0,/0,окт.13
u588,0,0,"0,00",0,/0,окт.13
u1397,877858,632 804,"72,09",69,9 171,окт.13
u1591,877858,1 189 879,"135,54",104,11 441,окт.13
u1955,0,0,"0,00",0,/0,окт.13
u31,877858,132 254,"15,07",20,6 613,окт.13
u150,877858,0,"0,00",0,/0,окт.13
u1619,877858,0,"0,00",0,/0,окт.13
u23,877858,796 761,"90,76",136,5 859,окт.13
u43,511 363,0,"0,00",0,/0,окт.13
u1817,511 363,170 496,"33,34",34,5 015,окт.13
u1837,511 363,0,"0,00",0,/0,окт.13
u41,511 363,412 151,"80,60",42,9 813,окт.13
u1752,511 363,310 992,"60,82",35,8 885,окт.13
u898,511 363,194 301,"38,00",28,6 939,окт.13
u42,0,0,"0,00",0,/0,окт.13
u65,959 815,785 239,"81,81",94,8 354,окт.13
u66,959 815,860 152,"89,62",99,8 688,окт.13
u583,0,0,"0,00",0,/0,окт.13
u68,959 815,1 258 347,"131,10",136,9 253,окт.13
u70,959 815,282 248,"29,41",20,14 112,окт.13
u1753,360 436,325 894,"90,42",30,10 863,окт.13
u69,360 436,312 005,"86,56",34,9 177,окт.13
u51,360 436,584 924,"162,28",43,13 603,окт.13
u469,360 436,367 213,"101,88",47,7 813,окт.13
u71,0,0,"0,00",0,/0,окт.13
u204,639 203,0,"0,00",0,/0,окт.13
u213,639 203,655 362,"102,53",73,8 978,окт.13
u222,639 203,435 535,"68,14",38,11 461,окт.13
u684,639 203,399 307,"62,47",48,8 319,окт.13
u1338,0,0,"0,00",0,/0,окт.13
u229,639 203,726 011,"113,58",76,9 553,окт.13
u199,827 646,14 252,"1,72",41,348,окт.13
u202,827 646,0,"0,00",0,/0,окт.13
u779,827 646,0,"0,00",0,/0,окт.13
u205,827 646,357 825,"43,23",66,5 422,окт.13
u216,827 646,916 615,"110,75",105,8 730,окт.13
u223,827 646,802 297,"96,94",98,8 187,окт.13
u813,827 646,898 445,"108,55",95,9 457,окт.13
u209,806 699,1 314 666,"162,97",107,12 287,окт.13
u220,0,0,"0,00",0,/0,окт.13
u812,806 699,0,"0,00",0,/0,окт.13
u226,806 699,1 146 167,"142,08",117,9 796,окт.13
u814,806 699,903 880,"112,05",94,9 616,окт.13
u1864,726 279,631 496,"86,95",80,7 894,окт.13
u198,726 279,506 411,"69,73",65,7 791,окт.13
u1951,0,0,"0,00",0,/0,окт.13
u710,726 279,0,"0,00",0,/0,окт.13
u219,726 279,402 842,"55,47",55,7 324,окт.13
u225,726 279,419 727,"57,79",49,8 566,окт.13
u810,0,0,"0,00",0,/0,окт.13
u200,1 016 954,751 046,"73,85",91,8 253,окт.13
u7,1 016 954,800 083,"78,67",80,10 001,окт.13
u215,1 016 954,954 042,"93,81",65,14 678,окт.13
u214,0,0,"0,00",0,/0,окт.13
u221,1 016 954,914 589,"89,93",92,9 941,окт.13
u299,0,0,"0,00",0,/0,окт.13
u736,580 045,759 746,"130,98",74,10 267,окт.13
u231,580 045,812 010,"139,99",73,11 123,окт.13
u232,580 045,683 585,"117,85",65,10 517,окт.13
u207,0,0,"0,00",0,/0,окт.13
u233,580 045,135 593,"23,38",18,7 533,окт.13
u799,0,0,"0,00",0,/0,окт.13
u798,597 508,916 102,"153,32",62,14 776,окт.13
u800,597 508,542 649,"90,82",52,10 436,окт.13
u801,597 508,0,"0,00",0,/0,окт.13
u1445,597 508,193 369,"32,36",77,2 511,окт.13
u787,865 738,1 049 729,"121,25",109,9 631,окт.13
u790,865 738,338 105,"39,05",37,9 138,окт.13
u791,0,0,"0,00",0,/0,окт.13
u795,865 738,772 187,"89,19",90,8 580,окт.13
u1815,865 738,0,"0,00",0,/0,окт.13
u802,865 738,0,"0,00",0,/0,окт.13
u1893,865 738,422 614,"48,82",48,8 804,окт.13
u1417,801 754,725 227,"90,46",79,9 180,окт.13
u44,0,0,"0,00",0,/0,окт.13
u1521,801 754,566 257,"70,63",61,9 283,окт.13
u1441,801 754,365 253,"45,56",41,8 909,окт.13
u796,0,0,"0,00",0,/0,окт.13
u107,801 754,653 912,"81,56",59,11 083,окт.13
u622,801 754,669 000,"83,44",71,9 423,окт.13
u788,0,0,"0,00",0,/0,окт.13
u2000,400 877,414 468,"103,39",36,11 513,окт.13
u794,400 877,385 572,"96,18",23,16 764,окт.13
u143,400 877,398 536,"99,42",36,11 070,окт.13
u1975,400 877,434 197,"108,31",37,11 735,окт.13
u865,1 018 397,515 045,"50,57",55,9 364,окт.13
u962,1 018 397,0,"0,00",0,/0,окт.13
u687,1 018 397,734 335,"72,11",93,7 896,окт.13
u1603,1 018 397,412 037,"40,46",49,8 409,окт.13
u688,1 018 397,714 922,"70,20",83,8 614,окт.13
u869,1 096 602,361 848,"33,00",76,4 761,окт.13
u165,1 096 602,1 125 691,"102,65",112,10 051,окт.13
u1447,1 096 602,1 356 411,"123,69",90,15 071,окт.13
u5,1 096 602,315 917,"28,81",68,4 646,окт.13
u870,1 096 602,0,"0,00",0,/0,окт.13
u1906,538 489,0,"0,00",0,/0,окт.13
u137,538 489,227 602,"42,27",30,7 587,окт.13
u1404,538 489,540 762,"100,42",68,7 952,окт.13
u1369,538 489,381 732,"70,89",53,7 202,окт.13
u1370,538 489,0,"0,00",0,/0,окт.13
u1398,507 323,527 749,"104,03",52,10 149,окт.13
u1399,507 323,136 086,"26,82",26,5 234,окт.13
u618,507 323,417 916,"82,38",38,10 998,окт.13
u1400,507 323,56 726,"11,18",4,14 181,окт.13
u1401,507 323,512 050,"100,93",51,10 040,окт.13
u524,507 323,0,"0,00",0,/0,окт.13
u1402,1 182 021,672 357,"56,88",98,6 861,окт.13
u1405,1 182 021,795 827,"67,33",100,7 958,окт.13
u1406,1 182 021,0,"0,00",0,/0,окт.13
u1407,1 182 021,573 594,"48,53",69,8 313,окт.13
u591,1 182 021,815 997,"69,03",101,8 079,окт.13
u230,638 915,833 562,"130,47",65,12 824,окт.13
u84,638 915,0,"0,00",0,/0,окт.13
u1941,638 915,515 975,"80,76",49,10 530,окт.13
u1611,638 915,0,"0,00",0,/0,окт.13
u820,638 915,396 455,"62,05",38,10 433,окт.13
u1,638 915,643 484,"100,72",69,9 326,окт.13
u1614,638 915,0,"0,00",0,/0,окт.13
u15,638 915,0,"0,00",0,/0,окт.13
u2067,638 915,0,"0,00",0,/0,окт.13
u1810,1 167 592,791 969,"67,83",98,8 081,окт.13
u1485,1 167 592,872 749,"74,75",82,10 643,окт.13
u566,1 167 592,0,"0,00",0,/0,окт.13
u13,1 167 592,170 504,"14,60",35,4 872,окт.13
u1357,516 846,347 113,"67,16",32,10 847,окт.13
u1863,516 846,392 413,"75,92",42,9 343,окт.13
u1616,516 846,382 017,"73,91",37,10 325,окт.13
u1617,516 846,0,"0,00",0,/0,окт.13
u1620,516 846,288 911,"55,90",45,6 420,окт.13
u1618,734 146,665 353,"90,63",84,7 921,окт.13
u1430,734 146,661 303,"90,08",46,14 376,окт.13
u1959,734 146,0,"0,00",0,/0,окт.13
u208,734 146,649 549,"88,48",51,12 736,окт.13
u1890,734 146,284 048,"38,69",65,4 370,окт.13
u1607,819 565,789 255,"96,30",83,9 509,окт.13
u1609,819 565,0,"0,00",0,/0,окт.13
u1613,819 565,0,"0,00",0,/0,окт.13
u6,819 565,884 118,"107,88",58,15 243,окт.13
u762,762 015,822 640,"107,96",61,13 486,окт.13
u1801,762 015,227 911,"29,91",16,14 244,окт.13
u1629,762 015,958 579,"125,80",87,11 018,окт.13
u1804,762 015,599 172,"78,63",60,9 986,окт.13
u1977,942 874,987 998,"104,79",80,12 350,окт.13
u917,942 874,1 062 423,"112,68",90,11 805,окт.13
u1578,942 874,0,"0,00",0,/0,окт.13
u1997,942 874,0,"0,00",0,/0,окт.13
u921,942 874,1 778 698,"188,65",96,18 528,окт.13
u491,942 874,952 879,"101,06",66,14 438,окт.13
u2077,942 874,699 647,"74,20",62,11 285,окт.13
u1797,626 184,429 478,"68,59",28,15 339,окт.13
u652,626 184,357 496,"57,09",24,14 896,окт.13
u518,626 184,671 434,"107,23",53,12 669,окт.13
u1853,626 184,183 469,"29,30",17,10 792,окт.13
u1602,539 355,243 596,"45,16",34,7 165,окт.13
u1686,539 355,178 977,"33,18",21,8 523,окт.13
u1851,539 355,345 137,"63,99",46,7 503,окт.13
u1788,539 355,0,"0,00",0,/0,окт.13
u1687,539 355,412 089,"76,40",43,9 583,окт.13
u1854,539 355,0,"0,00",0,/0,окт.13
u1909,399 736,633 624,"158,51",93,6 813,окт.13
u1911,399 736,45 855,"11,47",1,45 855,окт.13
u1913,399 736,544 544,"136,23",25,21 782,окт.13
u1914,399 736,0,"0,00",0,/0,окт.13
u1915,399 736,114 243,"28,58",10,11 424,окт.13
u683,399 736,477 495,"119,45",56,8 527,окт.13
u1595,399 736,426 502,"106,70",44,9 693,окт.13
u1907,346 295,316 394,"91,37",32,9 887,окт.13
u1908,346 295,0,"0,00",0,/0,окт.13
u1910,346 295,469 154,"135,48",44,10 663,окт.13
u1905,346 295,0,"0,00",0,/0,окт.13
u1912,346 295,0,"0,00",0,/0,окт.13
u59,346 295,0,"0,00",0,/0,окт.13
u2047,720 006,418 642,"58,14",50,8 373,окт.13
u2027,720 006,0,"0,00",0,/0,окт.13
u739,720 006,0,"0,00",0,/0,окт.13
u2049,720 006,403 767,"56,08",46,8 778,окт.13
u2048,720 006,297 524,"41,32",39,7 629,окт.13
u2051,720 006,621 603,"86,33",62,10 026,окт.13
u1506,278 552,320 400,"115,02",21,15 257,ноя.13
u1425,0,0,0,0,/0,ноя.13
u48,278 552,0,"0,00",0,/0,ноя.13
u759,278 552,318 537,"114,35",20,15 927,ноя.13
u121,278 552,378 312,"135,81",82,4 614,ноя.13
u713,365 044,227 302,"62,27",16,14 206,ноя.13
u256,365 044,0,"0,00",0,/0,ноя.13
u758,365 044,0,"0,00",0,/0,ноя.13
u386,365 044,343 070,"93,98",54,6 353,ноя.13
u1589,0,0,0,0,/0,ноя.13
u1969,995 575,493 829,"49,60",40,12 346,ноя.13
u1701,995 575,715 475,"71,87",74,9 669,ноя.13
u1231,995 575,854 282,"85,81",79,10 814,ноя.13
u510,0,0,0,0,/0,ноя.13
u448,343 004,274 250,"79,96",34,8 066,ноя.13
u1972,0,0,0,0,/0,ноя.13
u1681,343 004,492 356,"143,54",49,10 048,ноя.13
u1471,343 004,741 326,"216,13",59,12 565,ноя.13
u620,343 004,474 802,"138,42",40,11 870,ноя.13
u553,752 089,743 906,"98,91",65,11 445,ноя.13
u806,0,0,0,0,/0,ноя.13
u567,752 089,727 832,"96,77",61,11 932,ноя.13
u849,752 089,733 732,"97,56",60,12 229,ноя.13
u136,752 089,610 884,"81,22",60,10 181,ноя.13
u581,752 089,0,"0,00",0,/0,ноя.13
u341,497 000,530 691,"106,78",48,11 056,ноя.13
u1043,497 000,66 043,"13,29",17,3 885,ноя.13
u1206,497 000,526 544,"105,94",47,11 203,ноя.13
u1824,0,0,0,0,/0,ноя.13
u1774,901 036,0,"0,00",0,/0,ноя.13
u1470,901 036,0,"0,00",0,/0,ноя.13
u114,901 036,0,"0,00",0,/0,ноя.13
u1118,901 036,1 117 813,"124,06",80,13 973,ноя.13
u145,0,0,0,0,/0,ноя.13
u327,738 162,769 492,"104,24",64,12 023,ноя.13
u1780,738 162,0,"0,00",0,/0,ноя.13
u1866,738 162,575 144,"77,92",54,10 651,ноя.13
u1532,0,0,0,0,/0,ноя.13
u281,738 162,615 548,"83,39",49,12 562,ноя.13
u1500,738 162,850 111,"115,17",50,17 002,ноя.13
u1016,0,0,0,0,/0,ноя.13
u1950,0,0,0,0,/0,ноя.13
u1821,1 047 243,0,"0,00",0,/0,ноя.13
u1089,1 047 243,1 441 723,"137,67",122,11 817,ноя.13
u497,1 047 243,1 210 555,"115,59",110,11 005,ноя.13
u97,0,0,0,0,/0,ноя.13
u177,0,0,0,0,/0,ноя.13
u326,1 047 243,48 470,"4,63",17,2 851,ноя.13
u1517,1 047 243,0,"0,00",0,/0,ноя.13
u1308,984 513,1 018 578,"103,46",72,14 147,ноя.13
u348,984 513,839 576,"85,28",58,14 475,ноя.13
u1026,984 513,0,"0,00",0,/0,ноя.13
u823,984 513,0,"0,00",0,/0,ноя.13
u1033,984 513,0,"0,00",0,/0,ноя.13
u596,984 513,393 564,"39,98",37,10 637,ноя.13
u78,984 513,721 631,"73,30",45,16 036,ноя.13
u1124,984 513,1 016 523,"103,25",72,14 118,ноя.13
u1530,0,0,0,0,/0,ноя.13
u1601,515 487,337 586,"65,49",47,7 183,ноя.13
u1171,515 487,5 074,"0,98",1,5 074,ноя.13
u355,515 487,227 386,"44,11",24,9 474,ноя.13
u334,515 487,532 463,"103,29",44,12 101,ноя.13
u357,515 487,559 581,"108,55",42,13 323,ноя.13
u1284,515 487,537 834,"104,34",42,12 806,ноя.13
u338,692 201,467 190,"67,49",45,10 382,ноя.13
u1888,692 201,0,"0,00",0,/0,ноя.13
u827,692 201,395 259,"57,10",53,7 458,ноя.13
u502,608 407,578 925,"95,15",46,12 585,ноя.13
u1892,608 407,560 804,"92,18",47,11 932,ноя.13
u330,608 407,619 628,"101,84",52,11 916,ноя.13
u1393,608 407,608 101,"99,95",47,12 938,ноя.13
u454,608 407,188 040,"30,91",55,3 419,ноя.13
u1358,608 407,7 289,"1,20",2,3 645,ноя.13
u1825,1 210 028,1 280 831,"105,85",100,12 808,ноя.13
u1038,0,0,0,0,/0,ноя.13
u21,1 210 028,909 860,"75,19",96,9 478,ноя.13
u1504,0,0,0,0,/0,ноя.13
u1538,0,0,0,0,/0,ноя.13
u1028,0,0,0,0,/0,ноя.13
u75,0,0,0,0,/0,ноя.13
u1999,0,0,0,0,/0,ноя.13
u974,873 975,0,"0,00",0,/0,ноя.13
u441,873 975,28 782,"3,29",4,7 196,ноя.13
u1478,873 975,169 872,"19,44",12,14 156,ноя.13
u1826,0,0,0,0,/0,ноя.13
u1895,873 975,1 005 311,"115,03",81,12 411,ноя.13
u1185,873 975,1 045 790,"119,66",82,12 754,ноя.13
u1209,873 975,1 071 534,"122,60",104,10 303,ноя.13
u976,1 012 582,1 155 034,"114,07",101,11 436,ноя.13
u1012,1 012 582,0,"0,00",0,/0,ноя.13
u280,1 012 582,1 276 832,"126,10",107,11 933,ноя.13
u1845,0,0,0,0,/0,ноя.13
u1253,1 012 582,5 221,"0,52",3,1 740,ноя.13
u1256,1 012 582,1 166 306,"115,18",105,11 108,ноя.13
u983,974 930,470 235,"48,23",55,8 550,ноя.13
u1006,974 930,262 985,"26,97",23,11 434,ноя.13
u1066,974 930,1 019 518,"104,57",95,10 732,ноя.13
u1360,974 930,203 964,"20,92",25,8 159,ноя.13
u1129,974 930,1 013 151,"103,92",76,13 331,ноя.13
u1106,0,0,0,0,/0,ноя.13
u1047,567 409,589 912,"103,97",38,15 524,ноя.13
u332,567 409,469 098,"82,67",39,12 028,ноя.13
u336,567 409,445 242,"78,47",37,12 034,ноя.13
u1803,567 409,413 398,"72,86",42,9 843,ноя.13
u439,0,0,0,0,/0,ноя.13
u356,772 978,592 618,"76,67",52,11 397,ноя.13
u817,772 978,663 592,"85,85",50,13 272,ноя.13
u1175,772 978,514 739,"66,59",43,11 971,ноя.13
u2062,0,0,0,0,/0,ноя.13
u1548,772 978,729 997,"94,44",61,11 967,ноя.13
u1872,772 978,764 907,"98,96",52,14 710,ноя.13
u91,772 978,251 399,"32,52",25,10 056,ноя.13
u654,923 398,917 334,"99,34",65,14 113,ноя.13
u1779,0,0,0,0,/0,ноя.13
u1044,923 398,541 090,"58,60",57,9 493,ноя.13
u297,923 398,952 726,"103,18",72,13 232,ноя.13
u331,0,0,0,0,/0,ноя.13
u1056,779 944,899 196,"115,29",80,11 240,ноя.13
u1756,779 944,888 243,"113,89",78,11 388,ноя.13
u319,779 944,536 218,"68,75",36,14 895,ноя.13
u1443,779 944,898 067,"115,14",89,10 091,ноя.13
u968,1 285 000,755 947,"58,83",59,12 813,ноя.13
u992,1 285 000,1 183 999,"92,14",126,9 397,ноя.13
u2037,1 285 000,175 737,"13,68",20,8 787,ноя.13
u2024,1 285 000,1 135 532,"88,37",113,10 049,ноя.13
u1141,0,0,0,0,/0,ноя.13
u1434,1 285 000,0,"0,00",0,/0,ноя.13
u25,0,0,0,0,/0,ноя.13
u2046,873 259,705 844,"80,83",54,13 071,ноя.13
u1811,873 259,920 097,"105,36",58,15 864,ноя.13
u1064,0,0,0,0,/0,ноя.13
u1819,0,0,0,0,/0,ноя.13
u780,536 603,602 546,"112,29",61,9 878,ноя.13
u1677,536 603,0,"0,00",0,/0,ноя.13
u947,536 603,742 986,"138,46",55,13 509,ноя.13
u369,536 603,683 227,"127,32",43,15 889,ноя.13
u1546,536 603,659 951,"122,99",45,14 666,ноя.13
u115,1 055 432,0,"0,00",0,/0,ноя.13
u1075,1 055 432,1 034 522,"98,02",96,10 776,ноя.13
u1299,1 055 432,776 049,"73,53",81,9 581,ноя.13
u1970,1 055 432,1 039 307,"98,47",89,11 678,ноя.13
u1172,0,0,0,0,/0,ноя.13
u919,1 055 432,758 908,"71,91",50,15 178,ноя.13
u989,894 450,779 072,"87,10",69,11 291,ноя.13
u1446,0,0,0,0,/0,ноя.13
u804,894 450,921 411,"103,01",69,13 354,ноя.13
u1258,894 450,789 728,"88,29",75,10 530,ноя.13
u1960,194 986,184 497,"94,62",23,8 022,ноя.13
u168,194 986,16 263,"8,34",7,2 323,ноя.13
u196,194 986,197 964,"101,53",21,9 427,ноя.13
u1937,1 544 118,1 586 545,"102,75",125,12 692,ноя.13
u73,0,0,0,0,/0,ноя.13
u2053,1 544 118,1 606 928,"104,07",94,17 095,ноя.13
u2011,0,0,0,0,/0,ноя.13
u611,1 544 118,1 582 792,"102,50",108,14 655,ноя.13
u1112,1 544 118,1 615 017,"104,59",106,15 236,ноя.13
u1200,1 544 118,0,"0,00",0,/0,ноя.13
u1547,1 544 118,28 164,"1,82",1,28 164,ноя.13
u1341,1 544 118,1 587 189,"102,79",112,14 171,ноя.13
u1260,1 020 275,1 033 252,"101,27",95,10 876,ноя.13
u1536,0,0,0,0,/0,ноя.13
u923,1 020 275,0,"0,00",0,/0,ноя.13
u1204,0,0,0,0,/0,ноя.13
u1878,1 020 275,1 023 913,"100,36",94,10 893,ноя.13
u1992,730 841,561 779,"76,87",41,13 702,ноя.13
u1563,730 841,0,"0,00",0,/0,ноя.13
u211,0,0,0,0,/0,ноя.13
u344,730 841,744 254,"101,84",70,10 632,ноя.13
u925,1 671 309,0,"0,00",0,/0,ноя.13
u16,0,0,0,0,/0,ноя.13
u1873,1 671 309,0,"0,00",0,/0,ноя.13
u333,0,0,0,0,/0,ноя.13
u874,1 671 309,73 913,"4,42",5,14 783,ноя.13
u446,1 671 309,766 714,"45,88",64,11 980,ноя.13
u1466,1 671 309,1 347 344,"80,62",85,15 851,ноя.13
u282,1 671 309,881 008,"52,71",81,10 877,ноя.13
u2059,1 671 309,1 068 891,"63,96",74,14 444,ноя.13
u1621,696 379,826 122,"118,63",66,12 517,ноя.13
u329,696 379,387 188,"55,60",63,6 146,ноя.13
u1996,696 379,1 090 981,"156,66",74,14 743,ноя.13
u559,696 379,30 339,"4,36",1,30 339,ноя.13
u95,0,0,0,0,/0,ноя.13
u984,1 101 114,0,"0,00",0,/0,ноя.13
u1542,830 631,106 736,"12,85",11,9 703,ноя.13
u623,1 101 114,1 051 630,"95,51",77,13 658,ноя.13
u935,1 101 114,1 121 379,"101,84",90,12 460,ноя.13
u342,1 982 522,2 729 306,"137,67",147,18 567,ноя.13
u578,1 982 522,1 630 597,"82,25",107,15 239,ноя.13
u1107,1 982 522,1 720 833,"86,80",105,16 389,ноя.13
u370,1 982 522,289 671,"14,61",39,7 427,ноя.13
u1193,1 982 522,1 779 315,"89,75",144,12 356,ноя.13
u476,0,0,0,0,/0,ноя.13
u1771,1 074 373,40 588,"3,78",4,10 147,ноя.13
u617,1 074 373,1 123 803,"104,60",94,11 955,ноя.13
u1003,830 631,1 181 168,"142,20",81,14 582,ноя.13
u1015,0,0,0,0,/0,ноя.13
u1794,1 074 373,85 468,"7,96",20,4 273,ноя.13
u1144,1 074 373,1 121 579,"104,39",92,12 191,ноя.13
u1156,1 074 373,1 109 992,"103,32",78,14 231,ноя.13
u2097,1 074 373,0,"0,00",0,/0,ноя.13
