uid,Пол,ДатаРождения,ДатаПриема,УИН Подразделения,ЭтоРуководитель,Место рождения,Должность
u2052,м,15.05.1979,10.08.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Шведчики,Охранник
u2049,ж,19.08.1990,10.08.2012,9cbea43b-727a-11e0-a872-001b789beaf2,0,Шахты,Продавец-кассир
u2036,ж,29.09.1972,10.09.2009,887e8694-8e05-11e1-b1e2-001b789beaf2,0,Чириково,Менеджер по товародвижению
u196,ж,13.02.1985,10.09.2012,f4444198-ad8e-11e2-9998-001b789beaf2,0,Водяно-Лорино,Старший продавец-консультант
u1160,ж,05.07.1988,10.09.2012,dd63a72b-6cfc-11e0-a872-001b789beaf2,0,Москва,Бухгалтер-кассир
u1813,ж,19.12.1991,10.09.2013,18799adb-7286-11e0-a872-001b789beaf2,0,Ставрополь,Продавец-кассир
u1875,ж,27.12.1968,10.09.2013,b7bb375e-b5f2-11e1-b1e2-001b789beaf2,0,Ташкент,Менеджер по товарной логистике
u251,ж,07.02.1979,10.10.2013,cebff860-82b4-11e0-bf4a-001b789beaf2,0,Воронеж,Старший продавец-кассир
u313,м,25.03.1960,10.10.2013,ed33d4ea-ed0f-11e2-8bd0-ac162d794eee,0,Ревда,Менеджер
u1650,м,24.07.1963,10.11.2011,e31bfce4-6a69-11e0-a872-001b789beaf2,1,С. Сл. Комарвицы,Директор по безопасности
u2055,ж,12.01.1987,10.11.2011,9cbea414-727a-11e0-a872-001b789beaf2,0,Широкое,Продавец
u1206,м,18.11.1987,10.12.2012,0e75e9c6-241e-11e2-a848-001b789beaf2,0,Москва,Старший продавец-кассир
u1803,ж,01.09.1973,10.12.2012,57cd36c7-3abe-11e2-b37d-001b789beaf2,0,Сочи,Продавец-кассир
u53,ж,28.10.1988,10.12.2013,90093b53-616a-11e3-a917-ac162d794eee,0,Андреевское,Продавец-кассир
u1403,ж,03.09.1983,10.12.2013,4f888644-5db4-11e3-a917-ac162d794eee,0,Новошахтинск,Продавец-кассир
u1664,м,24.12.1985,10.12.2013,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,с.Новобусино,Охранник
u1182,ж,18.07.1968,11.01.2011,f4c44f9b-6f04-11e0-a872-001b789beaf2,1,Москва,Руководитель службы
u1183,ж,18.07.1968,11.01.2011,f4c44f9b-6f04-11e0-a872-001b789beaf2,1,Москва,Руководитель службы
u146,ж,05.02.1986,11.01.2013,679df295-34b2-11e2-b37d-001b789beaf2,1,Брянск,Управляющий
u502,ж,02.02.1966,11.01.2013,2872f09f-722e-11e0-a872-001b789beaf2,0,дер. Новогеоргиевка,Продавец-кассир
u356,ж,19.06.1991,11.02.2013,46b3f0a6-362e-11e3-a917-ac162d794eee,0,Одинцово,Продавец-кассир
u371,ж,15.11.1991,11.02.2013,714a02de-7740-11e2-9998-001b789beaf2,0,Чехов,Старший продавец-кассир
u461,ж,29.12.1989,11.02.2013,714a02df-7740-11e2-9998-001b789beaf2,0,Горький,Старший продавец-кассир
u736,ж,12.02.1980,11.02.2013,9cbea42d-727a-11e0-a872-001b789beaf2,0,Кировакан,Продавец-кассир
u1301,ж,30.03.1991,11.02.2014,ae1b8b07-6179-11e3-a917-ac162d794eee,0,Мынбаева,Продавец-консультант
u1314,ж,17.02.1986,11.02.2014,a3d12427-097d-11e3-b1ba-ac162d794eee,0,Нальчик,Продавец-консультант
u1622,ж,07.06.1988,11.02.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Кировское,Продавец-консультант
u1738,ж,23.01.1970,11.02.2014,57cd36c8-3abe-11e2-b37d-001b789beaf2,0,Свердловск,Продавец-кассир
u817,ж,02.03.1978,11.03.2012,2872f0ad-722e-11e0-a872-001b789beaf2,0,Красный сулин,Продавец-кассир
u324,ж,23.07.1981,11.03.2013,80787e4b-616c-11e3-a917-ac162d794eee,0,Архангельск,Старший продавец-кассир
u325,ж,23.07.1981,11.03.2013,80787e4b-616c-11e3-a917-ac162d794eee,0,Архангельск,Старший продавец-кассир
u342,ж,04.06.1965,11.03.2013,9cbea422-727a-11e0-a872-001b789beaf2,0,Ленинград,Продавец-кассир
u1238,м,14.09.1967,11.03.2013,129b8a1d-9db9-11e2-9998-001b789beaf2,1,Москва,Руководитель службы
u2056,м,11.02.1979,11.03.2013,18b99ef3-6f19-11e0-a872-001b789beaf2,0,Шостка,Юрист
u1783,ж,05.08.1984,11.03.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Первомайский,Продавец-консультант
u562,ж,22.11.1982,11.04.2012,b183c895-7c95-11e1-933a-001b789beaf2,1,Ессентуки,Управляющий
u1117,м,21.02.1968,11.04.2013,a3437b2e-e6d1-11e1-a52a-001b789beaf2,0,Москва,Водитель спецавтотранспорта
u1086,м,04.11.1979,11.04.2014,dd63a71c-6cfc-11e0-a872-001b789beaf2,0,Москва,Курьер
u31,ж,19.09.1990,11.05.2012,9cbea438-727a-11e0-a872-001b789beaf2,0,Алма Ата,Продавец-кассир
u671,ж,31.12.1982,11.05.2012,18799af5-7286-11e0-a872-001b789beaf2,0,Калининград,Продавец-кассир
u1607,ж,20.10.1982,11.05.2012,9cbea437-727a-11e0-a872-001b789beaf2,0,Ростов-на-Дону,Продавец-кассир
u369,ж,17.08.1990,11.06.2013,18799aea-7286-11e0-a872-001b789beaf2,0,Сызрань,Продавец-кассир
u109,ж,17.06.1985,11.06.2014,,0,Кострома,Маркетолог по разработке и сопровождению мероприятий локального продвижения
u466,ж,08.02.1985,11.06.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Икряное,Продавец
u910,ж,19.03.1992,11.06.2014,9bcd3204-42df-11e3-a917-ac162d794eee,0,Лиски,Продавец
u2088,м,12.07.1966,11.06.2014,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Ярославль,Охранник
u969,ж,16.05.1989,11.07.2011,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Москва,Кладовщик
u1484,ж,26.02.1962,11.07.2011,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Панкратовское,Кладовщик
u1878,ж,18.12.1988,11.07.2011,2872f097-722e-11e0-a872-001b789beaf2,0,Кировабад,Старший продавец-кассир
u489,м,26.04.1987,11.07.2013,a758165f-8aa7-11e0-bf4a-001b789beaf2,0,Д/О Красная гора,Логист по распределению
u1551,ж,29.11.1981,11.07.2013,f7bbec99-2a09-11e1-80c3-001b789beaf2,0,пос. Совхозный,Продавец-кассир
u570,ж,28.08.1986,11.07.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Москва,Продавец
u1828,ж,11.09.1980,11.07.2014,9cbea433-727a-11e0-a872-001b789beaf2,0,Степной,Продавец
u1935,ж,17.08.1977,11.07.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Санкт-Петербург,Территориальный менеджер
u1938,ж,22.01.1978,11.07.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Фрунзе,Территориальный менеджер
u162,ж,05.02.1986,11.08.2014,,0,Гельмязов,Менеджер
u384,ж,28.03.1989,11.08.2014,31df015d-6d01-11e0-a872-001b789beaf2,0,Калинин,Бухгалтер по расчету заработной платы
u433,ж,29.03.1992,11.08.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Дядьково,Продавец
u862,ж,12.06.1991,11.08.2014,f059009d-b094-11e2-9998-001b789beaf2,0,Курск,Продавец
u1490,ж,12.06.1989,11.08.2014,9cbea416-727a-11e0-a872-001b789beaf2,0,Пенза,Продавец
u1588,ж,22.11.1986,11.08.2014,3e20ac6f-c663-11e1-abb2-001b789beaf2,0,Райконкоски,Продавец
u1049,ж,06.11.1984,11.09.2012,18799af5-7286-11e0-a872-001b789beaf2,0,Москва,Продавец-кассир
u1050,ж,06.11.1984,11.09.2012,18799af5-7286-11e0-a872-001b789beaf2,0,Москва,Продавец-кассир
u1127,м,16.02.1986,11.09.2012,b7bb375e-b5f2-11e1-b1e2-001b789beaf2,0,Москва,Менеджер по товарной логистике
u1380,ж,28.07.1989,11.09.2012,a758165f-8aa7-11e0-bf4a-001b789beaf2,0,Новосибирск,Логист по распределению
u1381,ж,28.07.1989,11.09.2012,a758165f-8aa7-11e0-bf4a-001b789beaf2,0,Новосибирск,Логист по распределению
u1595,ж,18.07.1975,11.09.2012,6623be4d-dc92-11e1-a52a-001b789beaf2,0,Рига,Продавец-кассир
u1445,ж,04.06.1986,11.09.2013,18799ad9-7286-11e0-a872-001b789beaf2,0,Омск,Старший продавец-кассир
u2084,ж,07.12.1989,11.09.2013,714a02df-7740-11e2-9998-001b789beaf2,0,Ярославль,Продавец-кассир
u1427,ж,19.10.1985,11.10.2011,18799afb-7286-11e0-a872-001b789beaf2,0,Озеры,Старший продавец-кассир
u1724,ж,07.05.1971,11.10.2011,9cbea41b-727a-11e0-a872-001b789beaf2,0,Свердлова,Продавец-кассир
u147,ж,30.01.1980,11.10.2012,31df015e-6d01-11e0-a872-001b789beaf2,0,Брянск,Методист
u326,ж,23.05.1990,11.10.2013,b22f0b16-113d-11e3-b1ba-ac162d794eee,0,Балашиха,Продавец-кассир
u353,ж,30.12.1980,11.10.2013,57cd36c6-3abe-11e2-b37d-001b789beaf2,0,Москва,Продавец-кассир
u1511,ж,21.04.1983,11.10.2013,8f795e6a-7e53-11e2-9998-001b789beaf2,0,Петрозаводск,Продавец-кассир
u314,ж,11.05.1980,11.11.2013,31df015d-6d01-11e0-a872-001b789beaf2,0,Сургут,Специалист
u1171,ж,12.05.1988,11.11.2013,5e63e5cb-a472-11e2-9998-001b789beaf2,0,Москва,Продавец-кассир
u1594,ж,20.12.1979,11.11.2013,ae1b8b07-6179-11e3-a917-ac162d794eee,0,Ржаница,Продавец-консультант
u1691,ж,31.07.1976,11.11.2013,f17e34b2-148a-11e3-babe-ac162d794eee,0,Санкт-Петербург,Старший продавец-кассир
u1727,ж,04.08.1966,11.11.2013,9cbea406-727a-11e0-a872-001b789beaf2,0,Свердловск,Продавец-кассир
u1794,ж,25.01.1977,11.11.2013,18799aee-7286-11e0-a872-001b789beaf2,0,Солнцево,Продавец-кассир
u2079,ж,17.07.1973,11.11.2013,9cbea406-727a-11e0-a872-001b789beaf2,0,Юрюзань,Продавец-кассир
u1290,ж,23.04.1978,11.12.2007,dd63a72c-6cfc-11e0-a872-001b789beaf2,0,Москва,Бухгалтер
u492,ж,02.12.1983,11.12.2012,714a02df-7740-11e2-9998-001b789beaf2,0,Данилов,Продавец-кассир
u1814,ж,21.12.1978,11.12.2013,cffcabc9-2b6b-11e3-a917-ac162d794eee,1,Ставрополь,Управляющий
u1132,ж,23.12.1954,12.01.2011,dd63a730-6cfc-11e0-a872-001b789beaf2,1,Москва,Внутренний аудитор
u1133,ж,23.12.1954,12.01.2011,dd63a730-6cfc-11e0-a872-001b789beaf2,1,Москва,Внутренний аудитор
u1239,м,15.07.1955,12.02.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u1240,м,15.07.1955,12.02.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u832,ж,08.05.1988,12.02.2013,9cbea42c-727a-11e0-a872-001b789beaf2,0,Куйбышев,Продавец-кассир
u374,ж,05.06.1988,12.02.2014,dd63a71a-6cfc-11e0-a872-001b789beaf2,0,Балабаново,Экономист
u539,ж,12.08.1980,12.02.2014,35bbbbb6-60b0-11e3-a917-ac162d794eee,0,Дядьковская,Продавец-кассир
u349,м,14.09.1990,12.03.2013,f7bbec99-2a09-11e1-80c3-001b789beaf2,0,Москва,Продавец-кассир
u897,ж,19.12.1990,12.03.2014,a3437b2a-e6d1-11e1-a52a-001b789beaf2,0,Ленинград,Менеджер по работе со сторонними доставщиками
u1725,ж,25.12.1987,12.04.2011,9cbea40a-727a-11e0-a872-001b789beaf2,0,Свердловск,Продавец-кассир
u191,ж,17.09.1987,12.04.2014,9cbea41d-727a-11e0-a872-001b789beaf2,0,Владимир,Продавец-кассир
u1810,ж,02.04.1986,12.05.2012,9cbea437-727a-11e0-a872-001b789beaf2,1,ст. Вешенская,Управляющий
u418,м,22.12.1982,12.05.2014,2872f098-722e-11e0-a872-001b789beaf2,0,Новокузнецк,Территориальный менеджер
u616,ж,26.10.1989,12.05.2014,9cbea430-727a-11e0-a872-001b789beaf2,0,Иловатка,Продавец
u1169,ж,27.08.1991,12.05.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Дмитриевка,Продавец-кассир
u1359,ж,06.09.1987,12.05.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Саратов,Продавец-кассир
u2001,ж,25.07.1970,12.05.2014,2872f097-722e-11e0-a872-001b789beaf2,1,Локоть,Управляющий
u764,м,18.11.1986,12.07.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Комсомольское,Охранник
u765,м,18.11.1986,12.07.2011,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Комсомольское,Охранник
u243,ж,09.09.1981,12.07.2012,9cbea41b-727a-11e0-a872-001b789beaf2,0,Воронеж,Старший продавец-кассир
u1285,м,06.09.1968,12.07.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u1286,м,06.09.1968,12.07.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u487,м,17.08.1978,12.07.2013,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,д.Случок,Охранник
u488,м,17.08.1978,12.07.2013,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,д.Случок,Охранник
u1907,ж,10.11.1979,12.07.2013,9cbea440-727a-11e0-a872-001b789beaf2,0,Туапсе,Продавец-кассир
u2064,ж,15.11.1980,12.07.2013,a6470036-ef6b-11e2-8bd0-ac162d794eee,0,Щелково,Руководитель службы
u6,ж,16.04.1990,12.08.2011,9cbea437-727a-11e0-a872-001b789beaf2,0,Абашево,Старший продавец-кассир
u1659,м,14.03.1981,12.08.2013,54fd231a-0fb5-11e3-b1ba-ac162d794eee,1,с.Кузьминские отвержки,Руководитель проектов брендинга
u1872,ж,15.08.1980,12.08.2013,2872f097-722e-11e0-a872-001b789beaf2,0,Златоуст,Старший продавец-кассир
u714,ж,26.03.1982,12.08.2014,2872f097-722e-11e0-a872-001b789beaf2,0,НПС Лопатино,Продавец
u744,ж,14.01.1974,12.08.2014,572f0601-fa8e-11e2-ba2c-ac162d794eee,0,Клин,Продавец
u830,ж,07.08.1976,12.08.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Тамбов,Продавец
u847,ж,01.06.1986,12.08.2014,3249ca9f-fca4-11e1-be8a-001b789beaf2,0,Кумская Долина,Продавец
u853,ж,04.01.1990,12.08.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Томск,Продавец
u1773,ж,04.01.1986,12.08.2014,5a51116e-d4bf-11e2-8bd0-ac162d794eee,0,Славянск-на-Кубани,Продавец
u867,ж,26.06.1994,12.09.2013,2872f0ba-722e-11e0-a872-001b789beaf2,0,Лабытнанги,Продавец-кассир
u1792,ж,07.01.1967,12.09.2013,f0fb931a-25da-11e3-a917-ac162d794eee,1,Соликамск,Управляющий
u1103,ж,04.07.1993,12.10.2012,a758165f-8aa7-11e0-bf4a-001b789beaf2,0,Москва,Логист по распределению
u1744,ж,05.04.1984,12.10.2012,9cbea408-727a-11e0-a872-001b789beaf2,0,Свердловск,Продавец-кассир
u1745,ж,05.04.1984,12.10.2012,9cbea408-727a-11e0-a872-001b789beaf2,0,Свердловск,Продавец-кассир
u414,м,09.11.1962,12.10.2013,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u497,ж,23.05.1986,12.11.2012,2872f0b7-722e-11e0-a872-001b789beaf2,0,Дедовск,Продавец-кассир
u500,ж,26.09.1981,12.11.2013,35bbbbb6-60b0-11e3-a917-ac162d794eee,0,Дедовск,Продавец-кассир
u1504,ж,25.02.1963,12.11.2013,ea14690b-6170-11e3-a917-ac162d794eee,0,Пенягино,Продавец-кассир
u1671,ж,29.05.1954,12.11.2013,74086936-c76f-11e2-abbd-ac162d794eee,0,Садовое,Менеджер по товарной логистике
u946,м,23.12.1982,12.12.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Махачкала,Охранник
u1877,ж,16.11.1971,12.12.2012,6fbb2818-f632-11e0-9c6e-001b789beaf2,1,Ташкент,Управляющий
u1920,ж,13.11.1991,12.12.2013,3ef569f4-6e30-11e3-bfe0-ac162d794eee,0,Тулун,Продавец-кассир
u593,м,17.10.1955,13.01.2003,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Златоуст,Охранник
u594,м,17.10.1955,13.01.2003,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Златоуст,Охранник
u1216,ж,31.03.1980,13.01.2010,dd63a730-6cfc-11e0-a872-001b789beaf2,0,Москва,Бухгалтер-кассир
u1217,ж,31.03.1980,13.01.2010,dd63a730-6cfc-11e0-a872-001b789beaf2,0,Москва,Бухгалтер-кассир
u1218,ж,31.03.1980,13.01.2010,dd63a730-6cfc-11e0-a872-001b789beaf2,0,Москва,Бухгалтер-кассир
u402,м,18.07.1982,13.01.2014,7b62cc41-5803-11e3-a917-ac162d794eee,0,Москва,Руководитель проекта
u1047,ж,21.01.1990,13.02.2012,57cd36c7-3abe-11e2-b37d-001b789beaf2,0,Москва,Продавец-кассир
u620,ж,28.01.1981,13.02.2013,4983a696-48da-11e2-b37d-001b789beaf2,0,Индырчи,Продавец-кассир
u159,ж,21.05.1975,13.02.2014,714a02de-7740-11e2-9998-001b789beaf2,0,Васильки,Продавец-кассир
u1002,ж,19.07.1991,13.02.2014,4f888644-5db4-11e3-a917-ac162d794eee,0,Москва,Продавец-кассир
u1272,м,16.05.1982,13.02.2014,f4c44f78-6f04-11e0-a872-001b789beaf2,0,Москва,Системный администратор
u1503,ж,01.01.1985,13.02.2014,9cbea42c-727a-11e0-a872-001b789beaf2,0,Пензино,Продавец-кассир
u1632,м,28.08.1960,13.03.2007,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,с. Бочаты,Охранник
u1633,м,28.08.1960,13.03.2007,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,с. Бочаты,Охранник
u1121,м,09.08.1959,13.03.2008,a3437b2e-e6d1-11e1-a52a-001b789beaf2,0,Москва,Водитель спецавтотранспорта
u1122,м,09.08.1959,13.03.2008,a3437b2e-e6d1-11e1-a52a-001b789beaf2,0,Москва,Водитель спецавтотранспорта
u558,ж,17.12.1985,13.03.2014,cb70eb81-d58c-11e1-a52a-001b789beaf2,0,Ершовка,Старший продавец-кассир
u2034,ж,17.10.1982,13.03.2014,18799ae1-7286-11e0-a872-001b789beaf2,0,Чечеул село,Продавец-кассир
u2008,ж,11.07.1981,13.04.2011,52e63bd0-c1c4-11e1-abb2-001b789beaf2,0,Чебоксары,Старший продавец-кассир
u1485,ж,06.10.1985,13.05.2011,9cbea436-727a-11e0-a872-001b789beaf2,0,Парамонов,Старший продавец-кассир
u1486,ж,06.10.1985,13.05.2011,9cbea436-727a-11e0-a872-001b789beaf2,0,Парамонов,Старший продавец-кассир
u600,ж,24.11.1988,13.05.2013,f059009d-b094-11e2-9998-001b789beaf2,0,Ивановка,Старший продавец-кассир
u265,ж,02.03.1977,13.05.2014,9cbea428-727a-11e0-a872-001b789beaf2,0,Выборг,Продавец-кассир
u1507,ж,14.03.1988,13.05.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Баку,Продавец-консультант
u1943,ж,14.12.1976,13.06.2012,b7bb375e-b5f2-11e1-b1e2-001b789beaf2,0,Ульяновка,Менеджер по товарной логистике
u248,ж,06.11.1983,13.06.2013,cebff860-82b4-11e0-bf4a-001b789beaf2,0,Воронеж,Продавец-кассир
u1045,ж,04.12.1978,13.07.2011,18799afc-7286-11e0-a872-001b789beaf2,0,Москва,Продавец-кассир
u247,ж,17.10.1975,13.07.2012,9cbea41b-727a-11e0-a872-001b789beaf2,0,Воронеж,Продавец-кассир
u108,ж,20.05.1974,13.08.2012,2872f0b9-722e-11e0-a872-001b789beaf2,0,Белая Калитва,Продавец-кассир
u797,ж,25.10.1975,13.08.2014,5a51116e-d4bf-11e2-8bd0-ac162d794eee,0,Краснодар,Продавец
u1312,ж,01.05.1967,13.08.2014,2872f0aa-722e-11e0-a872-001b789beaf2,0,Нальчик,Продавец
u1964,ж,13.09.1986,13.09.2011,f2aaef51-90d2-11e0-bf4a-001b789beaf2,0,Уфа,Продавец-кассир
u657,ж,14.12.1987,13.10.2011,6fbb2818-f632-11e0-9c6e-001b789beaf2,0,Казань,Продавец-кассир
u1921,ж,07.01.1969,13.10.2011,5a51116d-d4bf-11e2-8bd0-ac162d794eee,0,Туринская Слобода,Старший продавец-кассир
u1922,ж,07.01.1969,13.10.2011,5a51116d-d4bf-11e2-8bd0-ac162d794eee,0,Туринская Слобода,Старший продавец-кассир
u144,ж,15.09.1985,13.11.2012,b9d2f354-c753-11e2-abbd-ac162d794eee,0,Брест,Менеджер по работе с персоналом
u407,ж,15.12.1965,13.11.2013,b9d2f346-c753-11e2-abbd-ac162d794eee,0,Москва,Менеджер проектов
u705,ж,28.02.1982,13.11.2013,9cbea40d-727a-11e0-a872-001b789beaf2,0,Карцаг,Старший продавец-кассир
u1438,ж,04.02.1990,13.11.2013,b6d7dd63-616b-11e3-a917-ac162d794eee,0,Ольховатка,Продавец-кассир
u1766,м,04.05.1975,13.12.2006,25f54009-8a87-11e0-bf4a-001b789beaf2,0,Серпухов,Заместитель директора по аналитике
u1767,м,04.05.1975,13.12.2006,25f54009-8a87-11e0-bf4a-001b789beaf2,0,Серпухов,Заместитель директора по аналитике
u2039,ж,31.10.1986,13.12.2011,5d3a79ea-4c3b-11e3-a917-ac162d794eee,0,Чита,Маркетолог-исследователь
u2040,ж,31.10.1986,13.12.2011,5d3a79ea-4c3b-11e3-a917-ac162d794eee,0,Чита,Маркетолог-исследователь
u1585,м,29.07.1973,13.12.2013,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,р.п.Комсомольский,Охранник
u1564,ж,08.11.1982,14.01.2012,aff6514e-e4ee-11e0-9c6e-001b789beaf2,0,Приозерный,Продавец-кассир
u482,м,30.11.1959,14.02.2002,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,д. Шуваево,Охранник
u483,м,30.11.1959,14.02.2002,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,д. Шуваево,Охранник
u1832,ж,19.09.1973,14.02.2014,0582d0df-21c0-11e3-babe-ac162d794eee,0,Субхангулово Туймазы,Продавец-кассир
u463,м,12.12.1964,14.03.2008,c48b25e0-7fb8-11e1-933a-001b789beaf2,0,Грабники,Водитель
u464,м,12.12.1964,14.03.2008,c48b25e0-7fb8-11e1-933a-001b789beaf2,0,Грабники,Водитель
u1723,ж,03.06.1972,14.03.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Новомосковск,Продавец-консультант
u1844,ж,03.04.1986,14.03.2014,265d94e1-16ca-11e3-babe-ac162d794eee,0,Сызрань,Продавец-кассир
u103,ж,29.12.1981,14.04.2011,18799af4-7286-11e0-a872-001b789beaf2,0,Барыково,Продавец-кассир
u1366,ж,08.06.1971,14.04.2012,9cbea41b-727a-11e0-a872-001b789beaf2,0,Ново-Покровский,Продавец-кассир
u135,ж,12.06.1972,14.04.2014,b7bb375e-b5f2-11e1-b1e2-001b789beaf2,0,Богородицк,Менеджер по товарной логистике
u1335,ж,15.04.1992,14.04.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Нижневартовск,Продавец-кассир
u2060,ж,19.07.1983,14.04.2014,2872f097-722e-11e0-a872-001b789beaf2,1,Нижневартовск,Управляющий
u1617,ж,17.11.1987,14.05.2011,9cbea43d-727a-11e0-a872-001b789beaf2,0,Ростов-на-Дону,Продавец-кассир
u334,ж,09.01.1984,14.05.2013,528afde4-5e69-11e3-a917-ac162d794eee,0,Горький,Старший продавец-кассир
u355,ж,20.05.1972,14.05.2013,5e63e5cb-a472-11e2-9998-001b789beaf2,0,Нелидово,Старший продавец-кассир
u1958,ж,29.08.1983,14.05.2013,5a51116b-d4bf-11e2-8bd0-ac162d794eee,0,Усть Омчуг,Старший продавец-кассир
u597,ж,17.01.1980,14.05.2014,b7bb375e-b5f2-11e1-b1e2-001b789beaf2,0,Зубовка,Менеджер по товарной логистике
u1170,м,03.04.1986,14.05.2014,a3437b2e-e6d1-11e1-a52a-001b789beaf2,0,Москва,Водитель спецавтотранспорта
u186,ж,10.11.1973,14.06.2011,dd63a72b-6cfc-11e0-a872-001b789beaf2,0,Владивосток,Бухгалтер
u187,ж,10.11.1973,14.06.2011,dd63a72b-6cfc-11e0-a872-001b789beaf2,0,Владивосток,Бухгалтер
u884,ж,26.12.1983,14.06.2011,dd63a71a-6cfc-11e0-a872-001b789beaf2,0,Ленинград,Экономист
u586,ж,28.05.1990,14.06.2012,a282cb6d-a33d-11e1-b1e2-001b789beaf2,0,Зарафшан,Старший продавец-кассир
u1626,ж,09.07.1975,14.06.2012,a282cb6d-a33d-11e1-b1e2-001b789beaf2,0,Рязань,Продавец-кассир
u1901,ж,12.07.1982,14.06.2012,2872f097-722e-11e0-a872-001b789beaf2,0,Рязань,Старший продавец-кассир
u372,ж,22.10.1987,14.06.2013,572f0600-fa8e-11e2-ba2c-ac162d794eee,0,Шумерля,Продавец-кассир
u944,м,19.05.1992,14.07.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Махачкала,Охранник
u945,м,19.05.1992,14.07.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Махачкала,Охранник
u80,ж,14.02.1993,14.07.2014,3fb5475a-c2a1-11e2-a9a2-ac162d794eee,0,Ачикулак,Продавец
u298,ж,25.12.1984,14.07.2014,9cbea42e-727a-11e0-a872-001b789beaf2,0,Волгоград,Продавец
u753,ж,29.09.1988,14.07.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Русская-Поляна,Продавец
u933,ж,30.04.1990,14.07.2014,f2026a08-616d-11e3-a917-ac162d794eee,0,Майский,Продавец
u1391,ж,26.12.1990,14.07.2014,2872f0b3-722e-11e0-a872-001b789beaf2,0,Новотроицк,Продавец
u1458,ж,28.07.1986,14.07.2014,2d58ec11-616d-11e3-a917-ac162d794eee,0,Оренбург,Продавец
u2075,ж,09.12.1985,14.07.2014,a3d12427-097d-11e3-b1ba-ac162d794eee,0,Энгельс,Продавец
u1409,ж,21.07.1991,14.08.2013,9cbea424-727a-11e0-a872-001b789beaf2,0,Новый Рогачик,Продавец-кассир
u2033,ж,07.05.1991,14.08.2014,714a02de-7740-11e2-9998-001b789beaf2,0,Чехов,Продавец
u1142,ж,09.04.1976,14.09.2009,62e96d4a-0dfc-11e2-be8a-001b789beaf2,1,Москва,_Руководитель группы складов
u1553,ж,19.12.1987,14.10.2013,31df015e-6d01-11e0-a872-001b789beaf2,0,пос.Ново-Синьково,Ведущий тренинг-менеджер
u1947,ж,06.06.1969,14.10.2013,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Ульяновск,Кладовщик
u70,ж,29.09.1988,14.11.2011,0b41653f-15b7-11e1-80c3-001b789beaf2,0,Астрахань,Старший продавец-кассир
u1598,ж,22.02.1988,14.11.2012,18799af4-7286-11e0-a872-001b789beaf2,0,Рогнедино,Продавец-кассир
u1836,ж,20.01.1987,14.11.2013,315be8e8-4b83-11e3-a917-ac162d794eee,1,Сумкино Тобольск,Управляющий
u1460,ж,12.06.1973,14.12.2012,9cbea42a-727a-11e0-a872-001b789beaf2,0,Оренбург,Старший продавец-кассир
u1091,м,26.01.1955,15.01.2002,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u1092,м,26.01.1955,15.01.2002,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
