УИН подразделения,1. Устраивают ли Вас условия труда?,,"2. Если не устраивают условия, укажите какие:",,,,,,3. Устраивает ли Вас обеспечение рабочего места всем необходимым?,,"4. Удовлетворены ли Вы режимом работы (график работы, время перерыва, сверхурочные, командировки и т.д.)?",,5. Оплата труда соответствует Вашему трудовому вкладу?,,6. Понятны ли Вам общие критерии оценки Вашего труда?,,7. Понятна ли Вам Ваша система мотивации и система расчета премии?,,8. Считаете ли Вы Ваш заработок соответствующий среднему уровню по рынку труда?,,9. Устраивает ли Вас система поощрения лучших сотрудников?,,"10. Устраивает ли Вас система немонетарной мотивации (конкурсы, мероприятия, подарки)?",,11. Что бы Вы хотели добавить в социальный пакет или изменить в нем:,12. Вы информированы о возможностях Вашего карьерного роста?,,,13. За последний год работы с Вами кто-нибудь обсуждал возможность развития в Компании?,,,14. Можете ли Вы реализовать свои идеи в Компании?,,,,15. Ощущаете ли Вы полезность и важность Вашей работы?,,16. Есть ли у Вас потребность в повышении квалификации?,,"17. Если потребность есть, то какая:",18. Устраивают ли Вас взаимоотношения с руководством?,,"19. Знаете ли Вы к кому можно обратиться для решения проблем, кроме непосредственного руководителя?",,"20. По каким причинам, по Вашему мнению, возникают недоразумения и конфликты:",,,,,,,21. Устраивают ли Вас взаимоотношения со смежными подразделениями?,,,22. Можете ли Вы открыто высказывать непосредственному руководителю свои идеи и предложения?,,23. Признает ли руководство Ваши заслуги?,,"24. Какие, по Вашему мнению, бизнес-процессы в Компании требуют доработки:","25. Пожалуйста, назовите процессы, которые, по Вашему мнению, отлажены и не требуют доработки:",26. Что мешает повышению эффективности работы:,,,,,,,,"27. Что, по Вашему мнению, способствовало бы решению этих проблем:",,,,,28. Вы интересуетесь новостями Компании на портале?,,,29. Из каких источников Вы узнаете информацию об изменениях в компании (множественный выбор):,,,,,30. Чувствуете ли Вы себя информированным о планах и достижениях компании?,,31. Вы получаете достаточно необходимой для работы информации?,,32. Всегда ли Вы своевременно получаете информацию о качестве выполненной работы?,,"33. Понимаете ли Вы свои задачи и функции, которые от Вас ожидает руководство?",,34. Чувствуете ли Вы сопричастность к общему делу развития Компании?,,35. Удовлетворены ли Вы от процессов участия и причастности к проектам Компании?,,"36. Вы можете припомнить случай, когда при общении с партнером (клиентом) Вы проявили нестандартное решение вопроса? Пожалуйста, сообщите, в чем конкретно это заключалось:",37. Ощущаете ли Вы удовлетворенность работой в компании и уверенность в своем будущем в Компании?,,"38. Вы можете назвать свой коллектив сплоченным, объединенным общими целями, нормами поведения, ценностями?",,"39. Устраивают ли Вас взаимоотношения, сложившиеся в Вашем коллективе?",,40. Как Вы можете охарактеризовать атмосферу в коллективе:,,,,,"41. Хватает ли Вам неформального общения с коллегами, обмена мнениями, интересами?",,"42. Какие традиции и правила Компании для Вас ценны, приняты Вами:",43. Какие ценности Компани вами приняты:,,,,,"44. Пожалуйста, оцените в целом уровень корпоративной культуры в Компании по 5-тибальной шкале:",,,,,"45. Пожалуйста, оцените Компанию Чайникофф в качестве работодателя по 5-тибальной шкале:",,,,
8f795e69-7e53-11e2-9998-001b789beaf2,1,,,,,,1,,1,,,1,1,,1,,1,,1,,1,,1,,-,1,,,1,,,,1,,,1,,,1,,1,,1,,,1,,,,,,1,,,1,,1,,-,-,,1,,1,,,,,,1,1,1,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,-,,1,1,,1,,1,,,,,1,,готовность к новым акциям соблюдение корпоративной культуры соблюдение правил руководителя дружелюбная атмосфера,1,1,1,1,1,,,,,1,,,,,1
9bcd3204-42df-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,все устаивает,1,,,1,,,1,,,,1,,1,,работа с возражениями,1,,1,,,,,,,,1,,1,,1,,1,,затрудняюсь ответить,затрудняюсь ответить,,,,,1,1,,,,1,,1,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,,1,,,,1,,золотые стандарты Чайникофф,1,1,1,1,1,,,,,1,,,,,1
a25ac65c-be5e-11e0-bf4a-001b789beaf2,1,,,,,,1,111,1,,1,,1,,1,,1,,1,,1,,1,,111,1,,,1,,,1,,,111,1,,1,,Профессиональные семинары.,1,,1,,,,,,,,1,1,,,1,,1,,111,111,,,1,,,,,,,1,,,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,111,1,,1,,1,,,1,,,111,1,,111,1,1,,,,,,,1,,,,,1,
7d2544e7-16cb-11e3-babe-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,1,,,предложение через ПР,1,,1,,обучение по вводу новых программ,1,,1,,,1,,,,,,,,1,1,,,1,с развитием компании всегда нужна какая либо доработка в любом бизнес-процессе,с развитием компании всегда нужна какая либо доработка в любом бизнес-процессе,1,1,,,1,1,1,,,1,1,1,,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,,"при общении с арендодателям, снизила аренду на 60 000 руб. более чем на 3 месяца. обстоятельно объяснив причину.",1,,1,,1,,,1,,,коллектив сработан каждый дополняет друг друга,1,,все корпоративные правила компании,1,1,1,1,1,,,,1,,,,1,,
4aee57d7-f5f0-11e2-8bd0-ac162d794eee,1,,,,,,1,-,1,,1,,1,,1,,1,,1,,1,,1,,Оплата проезда хотя бы на 50 процентов,1,,,1,,,1,,,-,1,,,1,-,1,,,1,,,,,,,1,,,1,1,,1,,Со временем все процессы требуют доработки,все,,1,,,,,,,,,,1,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,да принимала.,1,,1,,1,,,,1,,-,1,,"Доброжелательность ,сопричастность, ответственность.",1,,1,1,1,,,,1,,,,,,1
9cbea41b-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,бесплатное медицинское страхование,,,1,1,,,1,,,.,1,,,1,Потребности нет,1,,1,,,,,,,,1,1,,,1,,1,,Со временем каждые процессы требуют доработки,В нашей компании все процессы отлажены,,,,,,1,1,,,1,1,,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,.,1,,1,,1,,,,1,,,1,,-,1,1,1,,1,,,,,1,,,,,1
f059009d-b094-11e2-9998-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Все устраивает.,1,,,1,,,1,,,,1,,,1,,1,,1,,,,,,,1,,,,1,1,,1,,Нет,.,,,,1,,,,,,,1,,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,Нет,1,,1,,1,,,1,,,,1,,Все,1,1,,1,1,,,,1,,,,,1,
9cbea41a-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,,1,,1,1,,,1,,1,затрудняюсь ответить,1,,,1,,,,1,,,1,,,1,на данный момент нет потребности в повышении,1,,1,,,,,,,,1,,1,,1,,1,,затрудняюсь ответить,затрудняюсь ответить,,,,,,1,,,,1,1,,,1,,,1,1,,1,,1,,1,,,1,1,,1,,,1,затрудняюсь ответить,,1,1,,1,,,,1,,полностью довольна коллективом,1,,затрудняюсь ответить,1,1,1,1,1,,,1,,,,,,1,
cebff860-82b4-11e0-bf4a-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,,1,,1,1,,затрудняюсь ответить,1,,,1,,,,1,,,,1,,1,,1,,1,,,,,1,,,,1,,,1,,1,,мотивация оплаты труда,затрудняюсь ответить,,,,,,1,,,,1,1,,,1,,,1,1,,1,,1,,1,,1,,1,,1,,,1,затрудняюсь ответить,,1,1,,1,,,1,,,,1,,затрудняюсь ответить,,,,1,,,,1,,,,,1,,
b183c895-7c95-11e1-933a-001b789beaf2,1,,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,,,1,"Отправка предложений службе, тер. менеджеру, которые помогутт осуществить идею, размещение на форуме и сервисе ""есть идея""",1,,1,,"Обмен опытом с коллегами, участие в мероприятиях, направленных на развитие",1,,,1,,,,,,,1,,1,,1,,1,,"взаимодействие с подразделениями, оперативное реагирование и на предложения, запросы, помощь.",затрудняюсь ответить,,,1,,,1,1,,,,1,1,1,1,,,1,1,1,1,1,1,,1,,,1,1,,1,,1,,"Был случай, когда к нам зашел покупатель(иностранец), на ""ломанном"" английском было невозможно понять, что он хочет, тогда мы нашли выход общаться с ним через приложение переводчик на телефоне, так нам удалось выяснить потребности, покупатель совершил покупку на 70 000 руб.",1,,1,,1,,,,1,,"взаимопонимание, общие цели, трудолюбие, отзывчивость.",1,,Ценности компании,1,1,1,1,1,,,,1,,,,,,1
c617b8ce-6f52-11e1-933a-001b789beaf2,1,,,,,,1,,1,,,1,,1,,1,1,,,1,,1,,1,Повысить белую зарплату.,1,,,1,,,,1,,,1,,,1,,1,,1,,,,,,,,1,1,,,1,,1,,не знаю,не знаю,,,,,,1,1,,,,,1,,1,,,1,1,,1,,1,,1,,1,,1,,1,,,1,нет,1,,1,,1,,,,1,,,1,,",",,,,1,,,1,,,,,,,1,
3249ca9f-fca4-11e1-be8a-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,1,,1,,1,,Нет,1,,,,1,,1,,,,1,,1,,Научится работать с программой 1-С,1,,1,,,,,,,,1,1,,,1,,1,,Процесс возвратов,Нет,,,,,1,,,,,,,1,,1,,,1,,,,,,1,1,,,1,1,,1,,1,,"При общении с покупателем, всегда возникают нестандартные вопросы.",1,,,1,1,,,1,,,,1,,Нет,,,,1,,,,,1,,,,,,1
b183c894-7c95-11e1-933a-001b789beaf2,1,,,,,,1,,1,,,1,1,,1,,1,,1,,1,,,1,Все устраивает,1,,,1,,,1,,,,1,,1,,"Посещение тренингов,коучинг",1,,1,,,,,,,,1,1,,,1,,1,,-,-,,,,,1,,,,,,,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,1,,,,,1,,"внутрикорпоративное обучение, карьерный рост..",1,1,1,1,1,,,,,1,,,,,1
18799adb-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,,1,,1,Добавить ни чего не хочется так как все устраивает.,1,,,1,,,1,,,,1,,,1,Наверно нет.,1,,1,,,,,,,,1,1,,,1,,1,,"К сожалению не могу ответить вам на этот вопрос, так как я не",Нету.,,,,,,,1,,,,,1,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,Нет пожалуй.,1,,1,,1,,,1,,,,1,,Все традиции и правила придуманные руководством для меня ценны.,1,1,1,1,1,,,,1,,,,,1,
e2935301-b6f1-11e1-b1e2-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,,1,,1,1,,__,,1,,,1,,1,,,__,1,,1,,___,1,,1,,,,,,,,1,,,1,1,,1,,___,____,,,,,,,1,,,,,1,,1,,,1,,,1,1,1,,1,,1,,1,,1,,1,,___,1,,1,,1,,1,,,,,1,,День рождения Компании,1,1,1,1,1,,,,1,,,,,1,
da2bc443-2bff-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,-,1,,,1,,,1,,,Портал - Есть идея!,1,,,1,,1,,1,,,,,,,,1,1,,,1,,1,,Запуск Рекламных акций,"Все, кроме Маркетинга",,,1,,1,1,,,,,1,1,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,,1,,,,1,,Все,1,1,1,1,1,,,,1,,,,,1,
f2aaef51-90d2-11e0-bf4a-001b789beaf2,1,,,,1,,,требуется срочный ремонт магазина (10 лет),1,,1,,1,,1,,1,,1,,1,,1,,-,1,,,1,,,,1,,не относится к торговле,1,,1,,усовершенствование в работе путем обмена опыта с зарубежными специалистами,1,,1,,,,,,,,1,1,,,1,,1,,"распределение товарных остатков со складов, анализ ассортимента магазинов находящихся территориально близко",усовершенствование дает толчок для доработки любого процесса,,,,,,1,,,,,,1,,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,,-,1,,1,,1,,,1,,,,,1,-,1,1,1,1,1,,,,1,,,,,,1
3249caa0-fca4-11e1-be8a-001b789beaf2,1,,,,,,1,.,1,,1,,1,,1,,1,,1,,,1,,1,.,1,,,1,,,1,,,,1,,1,,.,1,,1,,,,,,,,1,,,1,1,,1,,.,.,,,,,,,1,,,,1,1,,1,,,1,1,,1,,1,,1,,,1,1,,1,,1,,.,1,,1,,1,,,,1,,.,,1,.,1,1,1,1,1,,,,,1,,,,,1
18799afd-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,ничего.,1,,,1,,,1,,,,1,,,1,,1,,1,,,,,,,1,,1,,,1,,1,,,Услуга трейд-ин. Инд. заказ артикулярный.,,,,,,1,,,,,,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,Каждая работа с покупателем по своему нестандартная.,1,,1,,1,,1,,,,,1,,Все традиции.,1,1,1,1,1,,,,,1,,,,,1
9cbea42a-727a-11e0-a872-001b789beaf2,1,,,,,1,,не работает кондиционер,1,,1,,,1,1,,1,,,1,,1,,1,все устраивает,1,,,1,,,,1,,могу,1,,1,,учиться всегда полезно,1,,1,,,,,,,,1,1,,,1,,1,,неэффективность партнерских компаний,дополнительные сервисы,,,,1,,,,,,1,,,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,все вопросы в отношении клиентов решаются положительно,1,,1,,1,,,,1,,работа-наш второй дом,1,,мне очень нравиться стиль копании,1,1,1,1,1,,,,1,,,,,1,
a282cb6d-a33d-11e1-b1e2-001b789beaf2,1,,,,1,,,перебои в работе кондиционера,1,,1,,1,,1,,1,,,1,1,,,1,все устраивает,1,,,,,1,,1,,,1,,,1,,1,,1,,,,,,,,1,1,,,1,,1,,оформление бесплатных подарков отнимает много времени,дополнителные сервисы,,1,,,,,,,,,,1,,1,,,1,1,,,,1,,1,,1,,1,,1,,1,,,1,,1,,1,,,,1,,доброжелательная,1,,поощрение лучших сотрудников,1,,1,1,1,,,,,1,,,,,1
2872f0bd-722e-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,,1,1,,1,,все устраивает,1,,,1,,,,1,,,1,,,1,,1,,1,,1,,,,,,,1,,,1,,1,,партнерские программы мало эффективны,доп. сервисы,,1,1,,,,,,,,,,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,не было,1,,1,,1,,,,1,,,1,,поощрение лучших продавцов,1,1,1,1,1,,,,,1,,,,1,
0582d0df-21c0-11e3-babe-ac162d794eee,,1,,,,1,,Не устраивает расположение рабочего места управляющего,1,,1,,1,,1,,1,,,1,1,,1,,-,1,,,,1,,,1,,,1,,,1,курсы по эффективному управлению персоналом,1,,1,,,,,,,,1,1,,,1,,1,,-,-,,,1,,,,,,1,1,,1,,1,,,1,1,,,,1,,1,,,1,1,,1,,1,,-,,1,1,,1,,1,,,,,1,,постоянное саморазвитие,1,,,,1,,,1,,,,,1,,
714a02df-7740-11e2-9998-001b789beaf2,1,,,,,,1,"Магазин большой, светлый, расположен около рынка.",1,,1,,1,,1,,1,,1,,1,,1,,все продумано,1,,,1,,,1,,,генератор идей,1,,1,,сервисы,1,,1,,,,,,,,1,,,1,1,,1,,согласованность между отделами,почта,1,,,,,,,,,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,,,1,,Коллеги по совести относятся к работе у нас нет лентяев,1,,обращение на ты . дарить мечту людям .,1,1,1,1,1,,,,1,,,,,1,
9cbea420-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,1,****,1,,,1,,,,,1,Корпоративный портал,1,,1,,"Постоянное обучение уже проходят, тестирование.",1,,1,,,,,,,,1,1,,,1,,1,,1с программа,"стандарты обслуживания, система мерчендайзинга",,,,,,1,,,,,,,1,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,***,1,,1,,1,,,,,1,деловая и товарищеская,,1,проведение корпоративов по праздникам,1,1,1,1,1,,,,,1,,,,,1
f2026a08-616d-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,,1,1,,1,,,1,,1,,1,.,1,,,1,,,1,,,,1,,1,,.,1,,1,,,,,,,1,,1,,,1,,1,,1C,.,,,,,,1,,,,,,,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,.,1,,1,,1,,1,,,,,1,,.,1,1,1,1,1,,,,,1,,,,,1
2d58ec11-616d-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,хотелось бы чтоб зарплата полностью приходила на карту.,1,,,1,,,1,,,Через портал,1,,1,,побольше обучающих курсов,1,,1,,,,,,,,1,1,,,1,,1,,-,-,,,1,,1,1,,,,1,1,,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,,,1,,,1,,,1,1,1,1,1,,,,1,,,,,1,
520f4739-34a2-11e2-b37d-001b789beaf2,1,,,,,,1,,1,,,1,1,,1,,1,,1,,,1,,1,,1,,,1,,,1,,,,1,,1,,Продолжить обучение по управленческим курсам. Пройти тренинги в соответствии со своими заявками.,1,,1,,,,,,,,1,,,1,1,,1,,,Индивидуальный заказ -переброска. Корректировка товарного запаса.,,,,,1,,1,,,,1,1,,1,,,1,,,1,1,1,,1,,,1,1,,1,,1,,Практикуем презентацию путем электронных средств связи и продажи как результат,1,,1,,1,,,1,,,,1,,Чествование сотрудников-юбиляров (стаж работы в компании). Подарки к праздникам.,1,1,1,1,1,,,,1,,,,,,1
520f473a-34a2-11e2-b37d-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Увеличить оплату больничного листа. Выплата отпускных до ухода в отпуск.,1,,,1,,,,1,,,1,,1,,,1,,1,,,,,,,,1,1,,,1,,1,,,"Программа лояльности. Клиентский сервис Трейд-ин, Ювелирная мастерская.",,,,,,1,,,,,,1,,1,,,1,1,1,,1,1,,1,,1,,1,,1,,1,,"Нет, не было.",1,,1,,1,,,,1,,,1,,,1,1,1,1,1,,,,,1,,,,,1
9b63a711-2e66-11e2-b37d-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,поход в фитнес клуб,1,,,1,,,,1,,,1,,,1,,1,,1,,,,,,1,,,1,,,1,,1,,Ни какие,все,,,,,,1,,,,,1,,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,Мы сплочённая команда.,1,,"Компания это не только работа, общение, коммуникация, интеграция внутри компании.",1,1,1,1,1,,,,,1,,,,,1
d74b94bd-ec52-11e1-a52a-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,,1,,,1,,1,,В карьерном росте,1,,1,,,,1,,,,,1,,,1,,1,,Все устраивает,СМИ,,,,1,,,,,,,,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,Не было случая,1,,1,,1,,1,,,,,1,,Все традиции и правила,1,1,1,1,1,,,,,1,,,,,1
32f838fe-0178-11e2-be8a-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,устраивает,1,,,1,,,1,,,,1,,1,,Еще больше знаний и навыков,1,,1,,,1,,,,,,1,,,1,,1,,реклама,"сотрудничество между регионами,магазинами",1,1,,,,,,,,,1,1,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,1,,,,,1,,развитие,1,1,1,1,1,,,,1,,,,,1,
9cbea416-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,все устраивает,1,,,1,,,1,,,,1,,1,,Курс от юр отдела по законам и правам потребителя.,1,,1,,,,,,,,1,1,,,1,,1,,у меня нет мыслей на эту тему,нет придела совершенству,,,,,1,,,,,1,,1,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,не могу вспомнить,1,,1,,1,,1,,,,,1,,все традиции,1,1,1,1,1,,,,,1,,,,,1
9cbea417-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,"страховой полис на оказание полного спектра мед.услуг, не только в остром состоянии",1,,,1,,,,1,,,1,,1,,,1,,1,,,,,,,,1,1,,,1,,1,,важна быстрая обратная связь при обращении с вопросами по акции<br/>,на остальные не могу пожаловаться,,,1,,1,,1,,,1,1,1,,1,,,1,1,,1,1,1,,,1,1,,1,,1,,1,,,1,,1,,1,,,,1,,,1,,"отгул по случаю ДР ""Чайникофф""<br/>подарки к праздникам",,,1,1,1,,,1,,,,,,1,
d749eaa4-c028-11e1-abb2-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Все утраивает,1,,,1,,,,1,,,1,,,1,,1,,1,,,,,,,,1,1,,,1,,1,,Сроки исполнения веб заказов,Все остальные,,,1,,1,,,,,,,1,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,Таких случаев не было,1,,1,,1,,,,1,,,1,,Все ценны,1,1,1,,1,,,,,1,,,,1,
9cbea42c-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,"льготное кредитование, для регионов оплата проведения корпоративных мероприятий к праздникам (новый год,8 марта)",1,,,1,,,1,,,"корпоративный портал, территориальный менеджер",1,,1,,"аналитика, айти технологии",1,,1,,,,,,,,1,1,,,1,,1,,"маркетинг, ценообразование, айти технологии, товарный запас",логистика,,,,,,1,1,,,,1,,1,1,,,1,1,,1,1,1,,,1,,1,1,,1,,1,,,1,,1,,1,,,,,1,Дружеская с нормами делового поведения,,1,"Командность, уважение, клиентоориентированность, сервисность,ответственность",1,1,1,1,1,,,,,1,,,,,1
18924499-6b9a-11e3-bfe0-ac162d794eee,1,,,1,1,,,-,1,,1,,1,,1,,1,,1,,,1,1,,Все устраивает,1,,,1,,,,1,,-,1,,,1,-,1,,1,,,,,,,,1,1,,,1,,1,,-,-,,,,,1,,,,,,,1,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,,1,,,-,1,,корпоратив,1,1,1,1,1,,,,,1,,,,,1
0e75e9c7-241e-11e2-a848-001b789beaf2,,1,1,,,,,очень долго добираюсь до работы. хотелось бы работать в г. Балашиха,1,,1,,,1,1,,1,,,1,,1,1,,Все устраивает,1,,,1,,,1,,,,1,,1,,Различные управленческие тренинги,1,,1,,,,,,,,1,,,1,1,,1,,"Правильно продумывать рекламные акции, прежде чем их запустить в сеть, не внося ""100"" изменений."," трейд-ин,  возвраты.",,,,,,,1,,,,1,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,очень часто,,1,1,,1,,1,,,,,1,,День Рождения Чайникофф,1,1,1,1,1,,,,1,,,,,1,
5a51116b-d4bf-11e2-8bd0-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,,1,1,,1,,нет,1,,,1,,,1,,,,1,,,1,нет,1,,1,,,,,,,,1,1,,,1,,1,,маркетинг,-,,,,,,,1,,,,,1,,1,,,1,1,1,1,1,1,,1,,,1,1,,1,,1,,нет,,1,1,,1,,,,1,,,1,,ответственность,1,1,1,1,1,,,,1,,,,,1,
18799add-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,1,,1,,1,,"ДМС имеет набор клиник очень небольшой, стоматологию хотелось бы добавить",1,,,1,,,1,,,Письма,1,,1,,"Управление персоналом, делегирование, Распределение зон ответственности,",1,,1,,,,,,,,1,,,1,1,,1,,"IT -постоянные изменения в действиях, программах, не своевременные изменения, не учитывается разница во времени; кадры; открытие/закрытие магазинов; оплаты счетов контрагентам",затрудняюсь,,,,,,,1,,,1,1,,1,1,,,1,1,,,1,1,,,1,1,,1,,1,,1,,"Чаще всего это касается несвоевременных оплат, приходится изворачиваться",1,,1,,1,,,,,1,Дружеско-деловая,1,,"Открытость, ответственность, доброжелательность",1,1,1,1,1,,,,,1,,,,1,
18799adc-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,1,--,1,,,1,,,1,,,--,1,,1,,--,1,,1,,,,,,,,1,1,,,1,,1,,--,--,,,,,,1,,,,,,,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,--,1,,1,,1,,,1,,,--,1,,--,1,1,1,1,1,,,,1,,,,,1,
18799ade-7286-11e0-a872-001b789beaf2,,1,,,1,,,Очень темный магазин. Постоянные претензии от покупателей по этому поводу!!!,,1,1,,,1,1,,1,,,1,1,,,1,Очень обидно. проработав в компании больше 9-ти лет не получить новогодние подарки для детей!!!!,1,,,1,,,,1,,,1,,1,,Совершенствование навыков работы с покупателем!!!,1,,,1,,,,,,,1,,,1,1,,1,,,Многие процессы в работе не совершенствованы! То большие сроки. то очень много бумажной работы!,,,,,1,,1,,,1,1,1,,1,,,1,1,1,1,1,,1,,1,1,,1,,1,,,1,нет,,1,1,,1,,,1,,,,1,,Все ценны!,1,1,,1,1,,,,1,,,,,1,
18799adf-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,,1,,1,1,,Корпоративные скидки на посещении Фитнес-клуба.,1,,,,1,,1,,,Портал,1,,,1,нет,1,,1,,,,,,,,1,,,1,1,,,1,маркетинг,воздерживаюсь,,1,,,,1,1,,1,1,,,1,1,,,1,,,,1,1,,,1,,1,1,,1,,1,,нет,,1,1,,1,,,1,,,"Жизнь в очень небольшом коллективе, на мой взгляд, не может оставаться только работой -это умение делать одно общее дело, и при этом решать ежедневно большое кол-во проблем не только рабочих , но и межличностных. Успешное сотрудничество возможно только при поддержании здоровой атмосферы ,как в рабочих моментах так и в человеческих взаимоотношениях.",,1,все,1,1,1,1,1,,,,1,,,,,1,
18799ae0-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,ни чего,1,,,1,,,1,,,портал,1,,1,,"Управление персоналом, 1с, управление товарным запасом.",1,,1,,,1,,,,,,,,1,1,,1,,ни какие,"документооборот, финансы.",1,,,,1,,1,,1,1,,1,,1,,,1,,,1,,1,,,1,1,,1,,1,,1,,нет,1,,1,,1,,,1,,,,1,,"Работа в команде, нацеленность на результат.",,,,1,1,,,,,1,,,,,1
18799ae1-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,1,,,,1,,,1,,1,,1,,,1,,,,,,1,,,1,,1,,"Акции,",,,,,,1,,1,,,1,1,1,,1,,,1,1,1,,1,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,1,,,,,1,,Стабильность.,1,1,1,1,1,,,1,,,,,,,1
b22f0b16-113d-11e3-b1ba-ac162d794eee,1,,,,,,1,Все устраивает.,1,,1,,1,,1,,1,,1,,1,,1,,Ничего,1,,,1,,,1,,,Через портал или через управляющего,1,,,1,Нет потребностей,1,,1,,,,,,,,1,,,1,1,,1,,"Это должны решать специально обученные люди. На мой взгляд, высокому руководству это видней. В компании достаточно большой штат таких сотрудников.","Работа на портале, в 1С.",,,,,,1,,,,,1,,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,"Все понимают свои задачи, идет здоровая конкуренция, все работают для достижения одной цели.",1,,Все,1,1,1,1,1,,,,,1,,,,,1
6fbb2818-f632-11e0-9c6e-001b789beaf2,1,,,,,,1,----------,1,,1,,1,,1,,1,,1,,1,,1,,------------------------------,1,,,1,,,1,,,----------------------,1,,1,,----------------------,1,,1,,,,,,,,1,1,,,1,,1,,---------------------,---------------------,,,,,,,1,,,,,1,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,-------------------,1,,1,,1,,,1,,,-------------------,1,,----------------------,1,1,1,1,1,,,,,1,,,,,1
