uid,наименование программы,is_webinar,Дата,фактическое количество часов,Оцека (если предусмотрена курсом),uid тренера
u23,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.2.18,,0,u383
u1994,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.2.18,,0,u383
u1687,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.2.18,,0,u383
u1611,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.2.18,,0,u383
u1398,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.2.18,,0,u383
u1813,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.11.25,8,,u383
u532,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.08.11,8,,u375
u525,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.08.11,8,,u375
u1410,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.08.11,8,,u375
u875,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.14,8,,u375
u606,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.14,8,,u375
u711,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.1.22,,0,u375
u2013,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.27,,0,u375
u1891,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.1.22,,0,u375
u1876,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.14,,0,u375
u152,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.02.12,,0,u375
u1464,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.14,,0,u375
u1307,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.1.22,,0,u375
u1253,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.1.22,,0,u375
u1013,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.02.12,,0,u375
u930,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.6.26,8,,u375
u1874,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.21,8,,u375
u1874,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.11.20,8,,u375
u1726,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.21,8,,u375
u1135,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.6.26,8,,u375
u777,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.08.11,8,,u345
u2009,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.14,8,,u345
u1750,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.09.11,8,,u335
u929,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.08.11,8,,u335
u841,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.08.11,8,,u335
u1772,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.08.11,8,,u335
u1477,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.08.11,8,,u335
u928,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.14,8,,u335
u755,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.14,8,,u335
u699,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.14,8,,u335
u1925,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.14,8,,u335
u990,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.2.19,,0,u335
u986,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.27,,0,u335
u934,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.1.22,,0,u335
u598,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.02.06,,0,u335
u40,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.1.22,,0,u335
u2081,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.14,,0,u335
u1920,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.02.12,,0,u335
u1690,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.02.12,,0,u335
u1415,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.27,,0,u335
u1392,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.27,,0,u335
u1310,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.14,,0,u335
u1281,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.02.12,,0,u335
u1102,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.14,,0,u335
u1063,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.2.19,,0,u335
u1002,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.14,,0,u335
u845,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.8.21,8,,u335
u757,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.8.21,8,,u335
u496,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.8.21,8,,u335
u1900,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.8.18,8,,u335
u592,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.9.18,8,,u335
u445,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.9.18,8,,u335
u412,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.9.18,8,,u335
u258,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.9.18,8,,u335
u819,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.5.22,8,,u335
u680,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.21,8,,u335
u607,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.21,8,,u335
u210,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.21,8,,u335
u1261,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.5.22,8,,u335
u1042,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.7.21,8,,u335
u763,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.2.19,,0,u1946
u323,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.1.22,,0,u1946
u1590,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.14,,0,u1946
u1562,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.02.06,,0,u1946
u1439,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.14,,0,u1946
u1367,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.02.12,,0,u1946
u1328,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.1.22,,0,u1946
u1196,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.14,,0,u1946
u1081,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.27,,0,u1946
u1027,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.3.27,,0,u1946
u80,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.8.18,8,,u1946
u1592,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.8.18,8,,u1946
u1229,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.5.22,8,,u1946
u1030,"Тренинг ""Технология продаж. Уровень 1"" День 1",0,2014.6.26,8,,u1946
u112,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.20,8,,не установлен
u2029,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.9.20,8,,не установлен
u1829,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.9.20,8,,не установлен
u132,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.9.20,8,,не установлен
u830,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.09.11,8,,не установлен
u828,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.09.11,8,,не установлен
u822,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.09.11,8,,не установлен
u910,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.25,8,,не установлен
u517,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.25,8,,не установлен
u246,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.25,8,,не установлен
u239,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.25,8,,не установлен
u1344,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.25,8,,не установлен
u881,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.07.08,8,,не установлен
u878,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.07.08,8,,не установлен
u692,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.07.08,8,,не установлен
u957,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.09.12,8,,не установлен
u723,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.09.12,8,,не установлен
u635,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.09.12,8,,не установлен
u388,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.09.12,8,,не установлен
u1615,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.25,8,,не установлен
u710,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.03,8,,не установлен
u228,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,не установлен
u224,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,не установлен
u1483,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,не установлен
u1189,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,не установлен
u1088,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,не установлен
u931,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.21,,0,не установлен
u712,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.21,,0,не установлен
u1793,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.21,,0,не установлен
u99,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.13,,0,не установлен
u874,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.02.07,1737,0,не установлен
u793,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.20,,0,не установлен
u760,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,не установлен
u1848,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,не установлен
u1431,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,не установлен
u1332,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.20,,0,не установлен
u2065,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.20,,0,не установлен
u1355,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.20,,0,не установлен
u1353,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.20,,0,не установлен
u1352,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.20,,0,не установлен
u1339,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.20,,0,не установлен
u995,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.18,8,,не установлен
u753,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.18,8,,не установлен
u515,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.18,8,,не установлен
u39,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.18,8,,не установлен
u1456,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.09,8,,не установлен
u1455,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.06,8,,не установлен
u1365,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.09,8,,не установлен
u1364,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.09,8,,не установлен
u81,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.28,8,,не установлен
u459,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.28,8,,не установлен
u1502,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.28,8,,не установлен
u1498,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.28,8,,не установлен
u1490,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.28,8,,не установлен
u825,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.16,8,,не установлен
u590,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.16,8,,не установлен
u173,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.16,8,,не установлен
u163,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.16,8,,не установлен
u1524,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.16,8,,не установлен
u1501,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.16,8,,не установлен
u1501,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.16,8,,не установлен
u766,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.03,8,,не установлен
u714,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.03,8,,не установлен
u1976,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.03,8,,не установлен
u1678,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.03,8,,не установлен
u257,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.19,8,,не установлен
u1843,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.19,8,,не установлен
u1684,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.19,8,,не установлен
u1503,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.19,8,,не установлен
u595,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.12.03,8,,не установлен
u530,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.12.03,8,,не установлен
u79,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.9.27,8,,не установлен
u1083,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.9.27,8,,не установлен
u853,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.9.24,8,,не установлен
u503,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.9.24,8,,не установлен
u204,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.06,8,,не установлен
u949,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.22,8,,не установлен
u837,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.22,8,,не установлен
u679,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.22,8,,не установлен
u197,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.22,8,,не установлен
u395,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.25,8,,не установлен
u2060,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.25,8,,не установлен
u1335,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.25,8,,не установлен
u868,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.28,8,,не установлен
u563,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.28,8,,не установлен
u1887,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.28,8,,не установлен
u978,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u914,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u85,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u449,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u432,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u249,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u1967,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.16,8,,не установлен
u1833,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.16,8,,не установлен
u1965,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.13,8,,не установлен
u1964,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.13,8,,не установлен
u1963,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.13,8,,не установлен
u1962,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.13,8,,не установлен
u1832,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.13,8,,не установлен
u1462,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.13,8,,не установлен
u316,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.22,8,,не установлен
u1670,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.22,8,,не установлен
u608,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.19,8,,не установлен
u582,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.19,8,,не установлен
u1798,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.12.17,8,,не установлен
u1783,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.12.17,8,,не установлен
u1723,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.12.17,8,,не установлен
u737,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.24,8,,не установлен
u970,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,не установлен
u393,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,не установлен
u242,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,не установлен
u241,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,не установлен
u161,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,не установлен
u941,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u719,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.28,9,,не установлен
u717,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.28,9,,не установлен
u643,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.15,8,,не установлен
u605,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u589,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.22,8,,не установлен
u570,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.17,8,,не установлен
u570,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.17,8,,не установлен
u528,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.23,8,,не установлен
u2033,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.17,8,,не установлен
u2033,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.17,8,,не установлен
u2033,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.14,8,,не установлен
u201,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.22,8,,не установлен
u1444,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u1408,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.28,9,,не установлен
u1331,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,не установлен
u1391,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.09.12,8,,u417
u965,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,u417
u88,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.02.07,1737,0,u417
u580,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.13,,0,u417
u537,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.02.06,,0,u417
u509,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.28,8,,u417
u1325,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,u417
u1305,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,u417
u728,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.22,8,,u417
u2070,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.19,8,,u417
u1442,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.19,8,,u417
u948,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.15,8,,u417
u905,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.22,8,,u417
u89,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,u417
u217,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.23,8,,u417
u1924,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,u417
u1499,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.23,8,,u417
u1472,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.21,8,,u417
u1411,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.22,8,,u417
u1212,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.5.23,8,,u417
u797,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.25,8,,u390
u462,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.25,8,,u390
u1773,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.25,8,,u390
u789,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.18,8,,u390
u318,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.18,8,,u390
u1991,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.18,8,,u390
u1482,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.18,8,,u390
u1368,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.18,8,,u390
u898,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.20,,0,u390
u1817,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.18,,0,u390
u1752,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.20,,0,u390
u1404,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.20,,0,u390
u1370,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.18,,0,u390
u137,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.18,,0,u390
u1369,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.20,,0,u390
u937,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.06,8,,u390
u1459,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.06,8,,u390
u1458,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.09,8,,u390
u917,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,u390
u1856,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,u390
u1847,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,u390
u1913,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.04.11,8,,u390
u1911,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.04.11,8,,u390
u1909,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.04.11,8,,u390
u683,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.15,8,,u390
u1915,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.15,8,,u390
u1914,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.15,8,,u390
u1910,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.15,8,,u390
u1907,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.15,8,,u390
u1595,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.4.15,8,,u390
u653,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.07.11,8,,u383
u1612,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.07.11,8,,u383
u1399,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.07.11,8,,u383
u739,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.09,8,,u383
u438,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.10.09,8,,u383
u686,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.20,8,,u383
u1357,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.25,8,,u383
u1813,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.26,8,,u383
u2013,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,u375
u1876,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,u375
u152,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.13,,0,u375
u1464,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,u375
u1013,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.13,,0,u375
u532,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,u375
u525,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,u375
u1410,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,u375
u930,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,u375
u875,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.15,8,,u375
u721,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.15,8,,u375
u606,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.15,8,,u375
u1874,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.22,8,,u375
u1874,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.11.21,8,,u375
u1726,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.22,8,,u375
u1135,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.6.27,8,,u375
u777,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,u345
u2009,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.7.15,8,,u345
u1750,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.09.12,8,,u335
u990,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.20,,0,u335
u986,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,u335
u598,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.02.07,1737,0,u335
u1920,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.13,,0,u335
u1690,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.13,,0,u335
u1415,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,u335
u1392,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.28,,0,u335
u1281,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.13,,0,u335
u1063,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.2.20,,0,u335
u1002,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.3.14,,0,u335
u845,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.22,8,,u335
u757,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.22,8,,u335
u496,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.22,8,,u335
u1900,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.8.19,8,,u335
u929,"Тренинг ""Технология продаж. Уровень 1"" День 2",0,2014.08.12,8,,u335
